"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"gautam-76176","19 February 2018","Best movie of 2017. Nice job to all the actors. This movie is better than its predecessor.","
            8/10
            "
"rolandjordaan2","14 September 2018","Like most people from my generation I was mad as hell when I heard that they were remaking the 1995 cult classic 'Jumanj', then cooled down a bit when I heard it was actually a sequel and not a remake, then got mad again when I saw the cast and then got furious when I learned that Jumanji has turned into a video game...now having actually seen it...it pains me to admit...I really loved the hell out of this movie, honestly, this was one of the most enjoyable movies I've sat through this year. It is a sequel, sure, but while paying clever homages to the original, it is completely doing its own thing with truly likable and relatable characters, some real tear-jerker moments and a few scenes that actually do get slightly intense (nothing like the intensity the original created, but while that movie was quite dark, this is a comedy, plain and simple). I truly thought I'd be the last person recommending this film, but, put your feelings for the original aside, see this as a standalone film and just go in and enjoy it, you truly will not be disappointed.","
            8/10
            "
"drunken_munki","19 October 2021","They took the interesting idea from the 1995 movie, and made it better.The characters are first and foremost the main reason why this is enjoyable and why the film works as a jungle adventure. The four teens are taken out of their world and dropped into the Jungle as recreated in the form of a video game simulation. The Jumanji game box updated itself, presumably with the same magic that allows it to create a world of its own.The actors did a lot here to play as the 'game' characters as if played by the younger cast. The nesting of characters inside characters was very clever and allows some real exploration of the young characters and the predicaments of being stuck in the game.The visuals are excellent, the action is paced out well and the plot is unravelled as a simple action adventure, but with the character work between everything it is very entertaining. Also very funny, a lot of the material is delivered excellently and this had a lot of very funny moments.I can't speak to the older film, it was one I watched as a kid. Anyway, this is a clever rework of the material and I think they did an excellent job. Something that a lot of modern movies lack is 'soul', but I have to say this film has it in spades. The ending was moving.8/10 excellent escapism in the style of classic adventure such as 'Indiana Jones' but set with some interesting concepts and twists with modern technology.","
            9/10
            "
"statuskuo","23 December 2017","How refreshing...a teen adventure comedy that has little to do with self-hatred and darkness. This is a throwback movie down to the epic music. This is just a plain fun movie. Despite the fact that there are missing elements from the original, this movie boosts the dusty board game concept into the video game concept (it's like the movies ""Alien"" and ""Aliens"" both are good, but you just need an extra jump start).
It was then no surprise to see Jake Kasdan direct this, as there is smart set-up (their abilities and weaknesses) and payoff (not going to give it away). I am going to bet right now, he is going to direct some ""Star Wars"" movie in the future (as his dad Lawrence Kasdan, wrote arguably the best one so far).
Yes, there are lingering questions after the fact, but it makes sense now why Dwayne Johnson is the star he is. He is not above being a nerd, doing nerdy things.
Go see this movie and just have fun.","
            10/10
            "
"auliarachman-06644","6 December 2019","Storyline : simple, very easy to catch and there is comedy in it
Recommended for family movie","
            9/10
            "
"chriskylie","14 August 2020","A silly, warm-hearted, well executed adventure film for all the family. Jumanji is fully aware of what sort of film it is and what it's audience wants and it sticks to that formula unashamedly. But that's why Jumanji is a surprising success. It's got enough old school ""Indiana Jones"" style capers to appeal to the nostalgics, whilst incorporating plenty of modern gaming references and in-jokes to entertain a new crowd. There isn't a weak link in the cast (Black and Gillan both comedic standouts) and although highly predictable Jumanji even has a credible moral core. I'd happily play it again.","
            7/10
            "
"XueHuaBingYu","5 March 2018","Yeah, basically, it's a great film with awesome visual effects and actors' performances. Visual effects were great, so that the whole film made me think the movie is real and it's really happening in the real world. Some scenes were funny and gave me excitement. There were only two scenes that I didn't like. One was Bethany's urination scene as a boy and the first kissing scene of Spencer and Martha. Those scenes are really gross. I wish I didn't see those scenes. Except for these two scenes, everything looks good and it's a great film that gives you fun. I don't know about the others. As for me, I really enjoyed.","
            8/10
            "
"GiraffeDoor","30 November 2019","Doubtlessly there are going to be killjoys who feel the first movie somehow morphs if any kind of derivative material is made from is and that this sequel has ""ruined"" a classic.Admittedly I had a few qualms about some universe mechanics but that's not really why I watch those movies.Not the poignant, emotional powerhouse of the first one, just a bit of fun with just enough character development surrounding the theme of being your best self. It's actually pretty darling how the jock, two nerds (I call them that with love) and a conventionally attractive social media addict realise by the end they have more in common with each other than they first realised.The whole thing looks stunning and the set pieces are everything you want. They combine, spectacle, humour and great suspense.I was a little thrown by the thing of different actors playing the main characters playing the characters while they are in the game but it didn't taint the picture. Jack Black made a very convincing teenage girl though they sadly milked this gag for a lot more than it was worth, especially when she tries to teach Ruby how to flirt.I have more mixed feelings about the way the whole thing is presented exactly like a video game and takes a lot of time to mock game play mechanics. I actually like that it's a videogame now. It's pretty frightening to think the game can evolve to make sure that people won't lose interest in it. I did get the impression that no one in the game is sentient but the main characters and this was a negative but I choose to try and interpret it the other way.Ultimately a good bit of fun viewing that ticks all the boxes for its genre.","
            1/10
            "
"RhapsodyReviews","27 December 2019","Review:
'Jumanji: Welcome to the Jungle' is an adventure-comedy film directed by Jake Kasdan. It is the third installment of the 'Jumanji' franchise, after 'Zathura: A Space Adventure' (2005) and a direct sequel to 'Jumanji' (1995), which was based on the children's book of the same name by Chris Van Allsburg.
This is a fun, hilarious adventure family film, what more can you ask for? The chemistry between all the actors are on point, bringing a fun adventure film to life.
Set twenty-one years after Jumanji, it follows four teenagers who are transported into the video game world of Jumanji and play as their chosen characters. Joining another player, they must beat the game to return home.
Every character in the video games world was played to perfection. Dwayne Johnson basically retires his wrestling persona for this film and instead, provides a smoldering and intense performance, riddled with good-natured hilarity as the lead in this film. Kevin Hart was great as the sidekick, I think he was involved in every funny moment in which I laughed the hardest. Karen Gillan was perfect as the badass who was played by a shy teenage girl. Finally, the master of the whole film, Jack Black plays the teen beauty queen with 100% commitment and to perfection.
The jokes are nonstop and witty. Characters are well fleshed out with each person playing a physical opposite of their persona outside of Jumanji. A little homage is paid to Alan Parrish throughout the movie, which I liked, and the movie continues, 20 years after the events of 1996.
Overall, it's a nearly perfect family comedy that rises above lowest common denominator humor.
4/5","
            7/10
            "
"RussHog","14 August 2018","Everything about this movie is bad. Even the stuff that is sorta good. (Which is the chemistry between the cast.). The original is a masterpiece of good news v bad news in an action story. Robin Williams gave an iconic performance. The jungle sequences were insane. This film has almost no good jungle sequences and it's just the characters who do a lot of bad jokes. Everyone involved who made this project disgusts me.","
            6/10
            "
"suspiria77","9 April 2018","I am happy to say the new Jumanji is an absolute delight from start to finish. All of the actors are excellent but Jack Black truly shines as a high school girl trapped in, well, Jack Black's body. The action and special effects are thrilling, but the movie really shines in the comedy and the chemistry between the cast.A really smart choice on the filmmaker's part was to take the time at the beginning of the movie to establish the characters of the four main teenagers, so much so that when they enter the video game you still feel like you are watching those four characters even as they have been replaced by their more famous counterparts, which is a testament to the acting of those four stars.This taking time at the beginning makes the first act a little bit light on the action, but it makes up for that once our hapless heroes arrive in the world of Jumanji. The helicopter sequence in particular is a standout, one that left my five year old quite literally on the edge of her seat.The film is also funny, very, very funny. Jack Black has had a rough stretch of bombs and has been almost forgotten in recent years, but he absolutely takes over this movie in sections, reminding us of his considerable comedic talent. This is not to take away anything from the rest of the cast, who all have great moments, the banter between Johnson and Hart is fantastic, and Gillan's dance fighting is a particularly enjoyable moment as well.While it can be said that the happy ending and the main characters never seem truly in danger throughout the film, I don't think anyone is going to see this film for realism or for an unhappy resolution so it's hard to fault it for that. If you are looking for a fast paced fun bit of entertainment for the whole family (my five year old daughter and 65 year old father in law loved it equally) you can't do much better than Jumanji: Welcome to the Jungle.Rating *** (out of Four)","
            10/10
            "
"leonblackwood","3 May 2018","The Review:
I was in two minds about this remake, mainly because I really enjoyed the original but I must admit, I liked what they done with the storyline. Some of the slapstick comedy wasn't that great, and I personally think that they could have done much more with the concept but I still enjoyed the movie, and the chemistry between the various characters was amusing. The CGI was also quite impressive, and I liked the twist when they went into the game but once the shock element went out the window, it seemed to go downhill. Anyway, the movie is based on 4 characters, Spencer (Dwayne Johnson, Martha (Karen Gillan), Fridge (Kevin Hart) and Bethany (Jack Black), who have all been given detention at school. Whilst on detention in the basement of the school, they come across an old video game, which turns out to be Jumanji, so they connect it to a TV and they decide to play it. After picking there various characters, the 4 teenagers get transported into the game, and they change into the characters that they have picked. Once they work out what has happened, Nigel (Rhys Darby), explains to them that they have to retrieve the Jaguar's Eye from a corrupt archaeologist, Russell Van Pelt (Bobby Cannavale), which they have to return to a Jaguar statue to leave the game. Whilst on there mission, they come across another teenager, Alex (Nick Jonas), who has been stuck in the game for 20 years, so they join forces to get the priceless relic, so they can return it to it's rightful place. The various characters all bring something different to the movie, and I liked the fact that Jack Black was actually a girl. The Rock just had to be the brave one, which wasn't surprising but Kevin Hart was quite funny as the Fridge. Although I found the movie entertaining, the humour was a bit too safe for me and a lot of the scenes were pretty far fetched. With that aside, I would watch the movie again, and I can appreciate that the director tried something different with a great concept but I still think that it could have been much better. Watchable!Round-Up:
This movie was directed by Jake Kasdan, who also brought you Sex Tape starring Cameron Diaz and Jason Segel, Bad Teacher, which also starred Cameron Diaz, Walk Hard: The Dewey Cox Story, The TV Set, Orange County and Zero Effect. Judging by his previous movies, he's obviously come from a comedy background, so this project was slightly out of his comfort zone. He's also worked on various TV series, like Freaks & Geeks, Grosse Pointe, Undeclared, Cracking Up, New Girl and the Grinder, and he is due to make another Bad Teacher movie, which is in development. For a remake, this movie certainly blew up at the box office, and it's made the Rock one of the most bankable stars in Hollywood today but for it's time, the original is still better in my eyes, even though it only made $263million at the box office, with a $65million budget. Budget: $90million
Worldwide Gross: $957millionGenre: Action, Adventure, Comedy
Cast: Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby, Bobby Cannavale, Nick Jones, Alex Wolff, Missi Pyle and Colin Hanks. 6/10","
            9/10
            "
"yana-melan","6 April 2018","I would honestly say it's the best comedy of 2017! I went into the theater with veeeeery low expectations and no enthusiasm at all, thinking it will be another dumb comedy with low level jokes (people throwing up, sex jokes, etc). 30 mins into the movie - Boy was I glad I went!) the speed of the movie was just right, visually pleasant scenes, the actors were all amazing, tons of healthy humor, overall I haven't enjoyed a comedy so much for a long time! I'll most probably watch it again several times in the future :)","
            7/10
            "
"bigchris-81291","2 January 2018","Ok so I went to see this one knowing I could be in for trouble seeing as I didn't enjoy the winter blockbuster the week before too well but however this was a different story it was so much fun from begging to end there was something going on the action was full force and the humor was cute too and ruby roadhouse damn was beautiful this is totally a movie worth seeing","
            7/10
            "
"jimbo-53-186511","29 December 2019","When 4 teenagers are summoned to do detention, 1 of the teenagers comes across an old computer console whilst rooting around in the room. Out of curiosity, the teenagers fire it up and each pick a character to play as on the game. Unbeknownst to them, once they select their characters they end up sucked into the game and become the very avatars they've chosen. The stakes are high for the teenagers when they find that they can only be freed from the game by returning a jewel back to the Jaguar to release a curse that has been put on Jumanji.Jumanji: Welcome to the Jungle has a very 'Breakfast Club' type opening to proceedings with the characters ending up in detention and playing similar clichéd characters to what we saw in that film over 30 years ago. However, the screenwriters have carefully crafted the characters in this manner as a mere set-up for them arriving in the game as the adult avatars that they've chosen.In effect, what this does is allows the teenagers to retain their original personalities, but in the bodies of completely different people. It perhaps doesn't sound that amusing if you look at it written down, but when you see the results on screen then you'll understand what I'm getting at. In fact, the character chemistry is really where the film is at its best; Spencer and Fridge have their roles slightly reversed in the game which sets up some fun interplay between Johnson and Hart (particularly when Fridge forgets that he is no longer bigger and tougher than Spencer). Black perhaps has the most fun camping it up as a teenage girl trapped inside a middle-aged man's body - I have to admit part of me found it a little creepy, but a lot of me found it very funny (particularly when Bethany is trying to get used to her new 'body'). Gillan doesn't quite have as much fun as the others as she is mostly forced to play it straight - although her flirting scene is good and she looks terrific in those little shorts!!!). Jonas is perhaps the slight weak link here as he never seems to quite gel with the rest of the cast. I don't rate him as much of an actor, but he was OK in this one.I've talked a lot about the characters and they are a big selling point in this film; the original film had Robin Williams and it's fair to say that he completed dominated that picture. In this film, the 4 teenagers play as computer game characters and all bring different skill-sets to the table; this automatically makes the narrative more involving as you know that each character needs the other which sets up a strong dynamic. In the original film I always felt that Williams carried the film whereas in this remake the 4 actors all bring it to life making it feel like a nice collective effort.If I was to be critical of the film then I did feel that the story was only so-so and I thought the villain was poor as were his band of goons.In summary then this was a fun adventure which mostly works due to the strong chemistry and camaraderie between the 4 leads. Having them play as computer game characters rather than just been sucked into the game as themselves adds another dimension to the film and makes them interesting. If you're in one of those 'switch off brain and enjoy moods' then just sit back and relax as there's a lot of joy to be found in this film.","
            8/10
            "
"edicionccq","1 January 2020","Pros:-The cast and the acting are great, every character is entertaining and they have their storyline.
It's an entertaining movie even though it has lots of clichés. The pacing keeps you interested in what's happening. The story is simple.
Strong female characters and The Rock is an fearful teenager in this movie.Cons:-It's completely predictable. You already know what's going to happen most of the time.
Some jokes are very immature.
It's so simple it's just generic. If your one of those people who likes to be surprised by something. This is not your movie; if you watch the trailer, you already know what this movie is about.","
            8/10
            "
"Pairic","3 January 2018","Jumanji: Welcome To The Jungle: 1996, the Jumanji Board Game is found on a beach and brought home. Overnight it upgrades to a games cartridge and once inserted it claims another victim. Flash forward to 2016 and four teens in detention find the game, plug in it and are sucked into the game. The Instagram girl becomes a middle-aged Professor Challenger type, the Geek girl incarnates as a Lara Croft, the Nerd boy is now The Rock, the Jock is now a puny sidekick.An evil villain who controls the animals, enemy motorcyclists from Mad Max, hungry man-eating hippos, a quest for a jewel, a helicopter battling rhinos. This is a light-hearted film which borrows a lot from Indiana Jones and Lara Craft but is enormously entertaining. 8/10.","
            10/10
            "
"bodhi-13262","30 December 2017","The infamous board-game as we know it has evolved, and this time it has taken the form a new system with new players. Having hit the reset button, does the 'Jumanji' from the 90s adapt as well as it does in the present day?1. Picking up where we left off from the original 1995 film with the board-game buried under the sand on a beach, it is discovered once again. Neglected by its finder, the game transfers into that of an obsolete video-game system which is jump-started by four students serving detention at a local high-school. From that point, they all are sucked into the world of Jumanji and embody their respective avatars they choose to serve as in the game. Keeping this spoiler free, the premise within the game itself is nothing special or original in the least. The players are tasked with finding a certain sacred object of which they must journey and deliver to at a certain sacred place in order to return to the real-world. They all have their respective strengths, weaknesses and abilities which they must use and work together while on their journey. The plot may be simple, but it serves its purpose well enough.2. This movie should be the blueprint for future comedies to show that raunchy, vulgar and excessive sexual humor isn't always necessary in making a film funny and entertaining. I thoroughly enjoyed this movie the same as I did with the original as a kid growing up. Though the presence of the late Robin Williams will surely be missed, I think he'd be proud of this film. Williams was a comedic genius during his time, but the humor delivered by both Jack Black (Prof. Osbern) and Kevin Hart ('Mouse' Finbar) will have your stomach in knots. Black in particular steals the show more so than Kevin Hart, seeing as his charter is embodied by the self-centered teenage girl Bethany (Madison Iseman). Black's acting and portrayal of his real-life counter-part was nothing short of outstanding. His gestures and voice in particular sold me on him being a girl trapped in a man's body. Don't get me wrong, Kevin Hart has his laugh-out-loud moments as well.3. The action was surprisingly good for a family film. I'm not sure how well younger audiences will fare watching this as there are some frightening sequences as well as brief sexual references and innuendos throughout. Unlike the first, this sequel is PG-13 as it takes certain and surprising liberties I wasn't expecting it to. Whenever there's action....call Dwayne Johnson, who literally delivers a knock-out punch with his performance as the daring Dr. Bravestone. I must say, I enjoyed Johnson's comedic chops in this more than any other film I've seen him in thus far. Never having been a fan of the Jonas Brothers back in the day, Nick Jonas (Alex) actaully surprised me as to how good of an actor he is. I used to cringe at his acting during his Disney channel run, but I'm glad to see he's finally bettered himself. I suppose there's no point in hiding my undying love for Karen Gillan. She's beautiful, deadly, funny and a joy to watch on screen.4. My only complaint and first major flaw of this film is the villain. Bobby Cannavale has proven himself as a good actor, but here he falters as the treacherous hunter/explorer Van Pelt. This movie would have been close to perfect had they not failed to include a worthy antagonist. Van Pelt could have been played by any actor to be honest. The character himself is weak and his goal is like any other cliche in which he wants the thing which the heroes have so he hunts them down to get back the thing that will give him power instead of the other thing happening. Apart from that, the cinematography and editing was phenomenal in this. The breathtaking scenery and shots of the various Hawaiian isles blew me away. Though not as cinematic in scope as 'Kong: Skull Island', it still urges me to want to visit Hawaii. If there was one other minor thing the film was weak in was the score. I felt Henry Jackman could have composed music more exciting.With his last film being the atrocious 'Sex Tape', Jake Kasdan has redeemed himself and proven to also be a good action director. If you're hoping this film to be a tribute to Robin Williams in some way, it really isn't, although it mentions subtle ties to the first. 'Jumanji: Welcome to the Jungle' is by far one of the best comedies this year and is certainly on my top 10 list of best movies of 2017.","
            8/10
            "
"lilu444-1","19 March 2018","Loved the movie and watched it three times already. Very well made, very funny, light and entertaining. Jack Black is a highlight.","
            9/10
            "
"rgb-03178","21 January 2021","Saw the original movie with Robin Williams which was loads of fun.
""Welcome to the Jungle"" is just as enjoyable with all the cast putting out great performances.
Worth watching!","
            7/10
            "
"mohdaqif","2 April 2018","I was watched this movie 3 months ago on East Coast Mall and it was wonderful movie. This is the best The Rock (Dwayne Johnson) movie i ever seen since The Rundown (2003). Kevin Hart's also great too. Jack Black was good, Karen Gillan was great too. This movie is the sequel of 1995 of the same film staring Robin Williams, who died in 2014, causing suicide by hanging. I also like Robin Williams since Patch Adams and RV (2006). I haven't seen Mrs. Doubtfire yet, but I will watch it very soon. I also watch the original film, it was the great movie.I wonder don't why people hate this movie because this is not Jumanji. Well, I like this film, it was a funny movie. Just for it, my cousin's sister paid us RM 17 for movie tickets. I laugh this part because Kevin hart ate the cake, causing the explode.This is my favorite film 2017 since Baby Driver, Abang Long Fadil 2, John Wick Chapter 2, Spider-Man Homecoming and Wonder Woman. I hope this movie will have a sequel.","
            7/10
            "
"funnycommentor","18 July 2023","I have to admit, when I first watched ""Jumanji"" (1995) I really enjoyed that movie and I was so hyped about the sequel! Eventually, the sequel was as good as the original movie and I definitely enjoyed it. The plot of the movie was very interesting and kinda similar to the previous movie. The storyline was very well written, kinda different than the original movie and everything was well-explained, however it was kinda simple and easy to understand. The characters were very interesting, kinda well-developed and really likeable. In my opinion, that movie had a better filming location (jungle, Hawaii) instead of the previous movie's filming location. The casting was really GOOD and their acting was perfect, everyone portrayed their character amazingly well. Also, it was a very intense movie, action-filled and full of epic chase/fight scenes. The opening scene was kinda unpredictable and it was definitely promising. The ending scene was kinda unexpected and it was definitely really good. Moreover, the cinematography and the CGI effects of the movie were INCREDIBLE. Overall, it was an enjoyable sequel, very funny, adventurous and I would definitely recommend it to my friends.","
            10/10
            "
"juneebuggy","14 February 2020","Funny and original following four teenagers who discover a mysterious video game from the 90's while serving detention. When they try to play it they are transformed into various video game avatars- including Jack Black, Kevin Hart and Dwayne Johnson and dropped into a virtual jungle world, where they fight to beat the game without losing all their lives, Very clever story, funny, entertaining, fantasy adventure.","
            1/10
            "
"hmxaraj","3 January 2018","I am gonna talk from the perspective of those who haven't watched the Old jumanji. This is a pretty amazing movie to watch. 
When Rock and kevin Heart are together you are definitely up for something awesome, unique, hilarious and amazing. 
It is a good concept in adventure genre, the movie is interesting. It is a very good combination of Adventure and comedy, although Adventure dominates the plot and most of the movie but mild comedy kicks in every know and then making it ideal for the viewers.","
            7/10
            "
"thosnod","22 April 2018","Why? Was this really necessary? I was able to clean the living room of my house and vacuum, bathe the cat and do the manicure while the movie was on the screen.","
            10/10
            "
"AngelFall1n","22 June 2021","Jumanji: Welcome to the Jungle is a good comedy, but that's all there is to it. It's not a sequel to the first Jumanji that I know and grew up with, but more of a modern video-game concept instead of the actual board game. I think it kind of defeats the point of the origin story and why the game was there in the first place. The scenery and costumes were well done. It could have had much potential in regards to the storyline, but the actors still did a great job. Good family comedy film.","
            9/10
            "
"lucylou3700","18 February 2021","My daughter and I love this movie. Excellent cast, funny script, great action sequences. Double thumbs up!
But this is not a reboot. It's a sequel.","
            10/10
            "
"TxMike","30 March 2018","My wife and I watched this at home on DVD from our public library.The 1995 Jumanji had a quite different story, and at the end the last scene shows the Jumanji game box in the sand, on a beach, for another unsuspecting person to find it.The current version shows that scene and some 20 years after the first it is updated to reflect modern times. Four high school students are in after-school detention, for four unrelated reasons. One of them finds an old electronic game box, they manage to hook it up to an old TV, then proceed to each select a Jumanji game character. Upon completion each is sucked into the fictional reality of the Jumanji world where they have to elude beasts and other dangers, and find a way to correct a wrongdoing to save Jumanji.Just fun entertainment, the most enjoyment is from each character. For example a meek geek boy becomes a muscular fighter (The Rock) while a large football player called The Fridge becomes a short weekling (Kevin Hart). One of the girls becomes a man (Jack Black) and marvels at the extra body part she now has.Well made and fun entertainment. Much of it shot in beautiful Hawaii.","
            7/10
            "
"matt_imdb","22 December 2019","This is exactly my kind a movie: a light-hearted, funny, rip-roaring adventure.Perfect for all ages, this is a great popcorn flick that you can just watch, chill out and enjoy. It will put a smile on your face.Can't wait for the next one :)","
            8/10
            "
"Geoff1963","30 December 2017","Lots of action, a few life lessons, and plenty of humour. The young characters, dealing with ( in one case, EXTREMELY ) different adult bodies, was very well done.
Don't expect the game to rigidly follow the Laws of Physics or rules of animal behaviour.
Worth seeing more than once.","
            7/10
            "
"breakdownthatfilm-blogspot-com","8 November 2019","The original Jumanji (1995) back in the mid 1990s was a phenomenon in itself. It may have not smashed records like that of Terminator 2: Judgment Day (1991) or Jurassic Park (1993), but it was also no underground film that went totally under the radar. Many fans remember it fondly for not only having likable characters and an interesting story, but also because of the lasting impression it left. While Jumanji was marketed as a family film, it definitely had some rather intense moments. When a sequel was announced to this film, somehow the reaction wasn't as largely lambasted. Probably majority of people were curious as to how such a feat could be pulled off. To everyone's surprise, things went better than expected, especially with respect to other game to movie adaptations.Directed by Jake Kasdan (Bad Teacher (2011) and Sex Tape (2014)) and writers Chris McKenna and Erik Sommers (The Lego Batman Movie (2017)), Scott Rosenberg (Gone in 60 Seconds (2000)) and Jeff Pinkner (The Amazing Spider-Man 2 (2014)) all penning the script put together a sequel that remarkably matches up the original. Spencer (Alex Wolff), Fridge (Ser'Darius Blain), Bethany (Madison Iseman) and Martha (Morgan Turner) are all everyday high school students. Spencer's a nerd, Fridge is an athlete, Bethany is the popular girl and Martha is not. After they all receive detention for disobeying their teachers, they discover the Jumanji game in the form of a video game in the room they sit. It is there they discover there's more to the game than just something to use their time. Once inside the game, is when things get uniquely comical.Spencer becomes the macho Dr. ""Smolder"" Bravestone (Dwayne Johnson), Fridge turns into Franklin ""Mouse"" Finbar (Kevin Hart), Martha becomes Ruby Roundhouse (Karen Gillan) and Bethany, to her shock is now Professor Sheldon ""Shelly"" Oberon (Jack Black). And what makes the plot to this sequel a worthy follow-up is because of how it changes the scenario for everyone involved. Unlike the original where the game turned its surrounding environment into the jungle, here the people playing the game get transported into the game (which is a jungle). On top of that, the four main stars are also not turning in performances they usually fit the mold too. Johnson, Black, Gillan and Hart all have to play the younger actors' personalities and not their own. While some mannerisms are kept the same, seeing the veteran actors act like teenagers is very different.This leads to some very comedic scenes revolving around their situation. It's all opposites as to how they looked in real life. However aside from the physical aspect, the characters also have other moments to develop and learn to work as a team. There's also appearances from Nick Jonas and Bobby Cannavale who plays Van Pelt (the villain from the original movie). Most of the time replacing an already existing character would constitute as bad continuity, but here there's a justifiable reason as to why Van Pelt is being played by another actor, so it's okay. However one thing that does need to be addressed, is more use of the lesser known stars. Yes, having Jack Black, Dwayne Johnson, Karen Gillan and Kevin Hart star does help, but it would be nice to see more attention given to the younger actors. There's also the whole thing about how the story continues after this....it is rather definitive.As for visuals, the cinematography was handled by Gyula Pados. For what's shown, it looks great. The backgrounds are lush green and the inside scope of Jumanji looks vast and wide. Pados seems to know how to handle this based on the fact that he also shot for other big landscape films like Predators (2010) and Maze Runner: The Scorch Trials (2015). Lastly, the film score composed by Henry Jackman was well done too. Jackman has lent his talents to all genres like Monsters Vs. Aliens (2009), Kick-Ass (2010) and Winnie the Pooh (2011), so it shows that he can handle not only more tender moments but also lively action sequences too. While he doesn't reprise the creepy theme of James Horner's score, he does create a new one that fits the tone and it is repeated throughout.While the younger actors don't get as much time to shine, nor does this sequel really leave it open to more stories, this sequel is definitely on point with its predecessor. The action/comedy mix well, the scenario has the main leads challenge their performance skills, the cinematography is lit fantastically and the music is a welcome addition to franchise.","
            10/10
            "
"Abdulxoxo","13 February 2021","This movie reverses the whole concept of the original, instead of stuff coming out of the game, this time stuff goes into the game. We then find ourselves in Jumanji with the four teenagers who have now turned into their avatars. After getting over the initial shock of the situation, they realise that each of their characters have unique strengths and weaknesses and they must work together and use their abilities to complete the game in order to go home. The actual plot wasn't as terrible and sort of worked as a loose sequel to the original. The scenario plays out like a computer game which which was pretty cool and mostly well done. Like a computer game each character gets a certain number of lives. There were also details like non-player characters repeating certain phrases because they only have very specific roles to play in the game. I thought that side of the film was well written. However it's the performances that make this movie so good. In particular Jack Black, who almost steals the whole film. His impressions of a teenage girl in a middle-aged man's body were hilarious. We know he's a funny physical actor and he takes full advantage in this film to have fun with the scenario. Dwayne Johnson is also really good. His characters real life persona of Spencer is a geek who's afraid of everything. Yet that kid is now in Johnson's body with the strength and charisma of Bravestone, who literally smoulders. Kevin Hart is also hilarious. Karen Gillan doesn't exactly play against type, but she does become a badass character who is also very funny especially when trying to flirt.
On the whole, Jumanji: Welcome to the Jungle is packed full of both terrific action and comedy, and superb performances.","
            9/10
            "
"Gordon-11","13 April 2018","This film tells the story of a group of high school students, who get sucked into a video game world. They have to complete a mission before they can come back to the mortal world.I liked the first ""Jumanji"", and this film is entertaining too. I like the fact that Dwayne Johnson acts against his image and stereotype. The action is quite good, and the story is engaging. I enjoyed it, and I think it is a good adventure for teenagers.","
            10/10
            "
"view_and_review","24 December 2017","22 years after Jumanji debuted it has been redone (well, it can be considered a sequel). Normally, I'm so apprehensive about remakes and sequels because they're simply never as good as the original. But this time I was extremely hopeful because the trailers were so good. In fact, the trailers were too good. The various trailers gave away the first quarter of the movie. There wasn't a punchline in the first 20 or so minutes of the movie except that I'd already seen it. That still left 75% or more of the movie to be viewed untainted but it did suck to be watching reruns at the start. I guess that's the catch 22. Because the trailers were so good I committed to watch it, yet those same trailers stole some of my enjoyment.Still, Jumanji: Welcome to the Jungle was a clever remake. Instead of a board game it's now a video game and instead of all of the events occurring within your surroundings the player is drawn into the game. The movie provided plenty of laughs courtesy of Kevin Hart followed by Jack Black. As a story it made sense and flowed well. I still think the original is better but this was a good tribute.","
            9/10
            "
"bevo-13678","31 March 2020","Kevin Hart is a good actor but he's no kevin Bacon if you know what I mean","
            10/10
            "
"eva3si0n","24 January 2021","Excellent adventure movie. I expected much more the worst, and it has turned out perfectly. He was pleasant to me more original. Yes the movie is focused on children, but it has turned out fine. Acting of Jack Black is fine in this movie.","
            8/10
            "
"Howlin Wolf","27 May 2018","Tremendous fun.Who would have thought that I'd find Kevin Hart to be the most amusing, of the troupe?!I see Jack Black getting all the praise, and whilst he is hilarious, taking on the mind of a teenage girl is an immediately funny conceit; Kevin Hart really sells the lines and makes them funnier then they might be with somebody else's reading, so I'm going to give him some credit, too.Dwayne Johnson also demonstrates once again how effective he is, when it comes to playing brawny guys who conceal a sensitive side.I feel like this is a genuine, crowdpleasing entertainment, of the kind that Hollywood has been unable to deliver properly, in some years (somewhere around 1996, as it happens... What are the odds? :-) )","
            8/10
            "
"martin-807-452270","3 January 2018","So...Jumanji - Welcome to the jungle.***SPOILERS***SPOILERS***SPOILERS***SPOILERS***I totally loved the original Jumanji, can't believe it's over 20 years old! I remember watching the herd of rhino crashing through the town centre and being incredibly impressed with the CGI and all that nonsense, and it was actually touching how Robin Williams' family had suffered after his disappearance. Was a great film and I re-watched it recently in preparation for this sequel and it is still an excellent film.I really liked this new movie - it's very well made, quite funny and superbly paced. Loved it. If (like me) you've ever played D&D then this is about as close as you'll ever get I suppose. Anyone who has played a Computer game or RPG should love it and let's face it that's quite a big market.Karen Gillen is particularly good, after such small roles in Guardians of the Galaxy she deserved a more prominent role. Jack Black is excellent and the Dwayne The Rock is, um just the Rock with more asides than usual.Some awesome CGI and imaginative camera work really made this film for me. It did deserve a slightly better polish on the script and some of the plot points could have done with a nudge, but on the whole I thought it was great. I'd watch it again.But now I need a third part when we discover who made the game and why... Or maybe I don't need a prequel at all and sometimes things can just be because that's how things are.4.5/5 Excellent fun.","
            7/10
            "
