"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"gabriel_fenili","1 January 2023","I don´t know why I still insist in wasting time with DC movies... They should stop and fire everyone who was ever remotely involved in any of this. The movie is BAD. I was... not impressed in the first half and just slept through the second half. Pointless acting, pointless script, pointless plot, pointless CGI, pointless. Hawkman is one of the characters I hated the most in all history of cinema, and you want to tell me he´s a hero? Geez. Pierce Brosnan please fire your agent. I swear that I will never ever again watch a DC movie ever again not named Joker. What a waste of money and (my) time.","
            5/10
            "
"thajudheen","27 November 2022","In the first few minutes after Black Adam is introduced, he takes on a dozen or so elite soldiers and comes out on top. Naturally, the soldiers call in backup to throw everything, and Adam takes them out in a slow-mo sequence. (If this was an attempt to recreate the fun sequences with X-Men's Quicksilver, it falls flat.)Now that we have established that our lead is indestructible, where do we go? The screenwriters seem to have to settled for an approach to go everywhere and see what works. So we follow a few secondary characters ending up in mortal peril, a city that's been under oppressive leadership for years (millennia, apparently), an ancient artifact, the 'Justice Society', Adam's own backstory etc.What results is a movie that's just tolerable to watch. Action sequences are aplenty, but with an indestructible hero, there are no stakes to talk about. The secondary characters fail to leave any mark on the story, and the emotional beats don't land well.There are a few good things about the movie: Adam's origin story is interesting and comes with a few twists. The action sequences, despite the lack of stakes as noted above, are still fun. The post-credits scene sets up the next movie, which promises to be an interesting watch.","
            4/10
            "
"arungeorge13","26 November 2022","A film that's supposed to play out as an anti-hero origin story comes across as a series of flashy set-pieces knit together by an extremely thin and dispassionate plot. It's clear from the very first scene that director Jaume Collet-Serra (well-known for his Liam Neeson actioners) is only interested in making the film look great with his stylistic choices and not dig into the meat of the lead characters. The Justice Society makes an appearance (with only Brosnan managing to leave a mark purely due to his charisma) although these scenes do nothing except create empty (yet beautiful) spectacle.If there's one achievement the writers managed with Black Adam, it is in portraying the titular character as unpredictable. He could definitely sway either way, but heck, give him less generic lines whenever he speaks, maybe? Johnson speaks comparatively less in the film, and he isn't able to bring anything unique to the role other than his staggering physique. I'd rate it almost as bad as David Ayer's Suicide Squad, with most characters not clicking, and an antagonist that's best not discussed in detail. The Superman cameo in the mid-credits raises hopes a little.","
            2/10
            "
"saru2020","11 December 2022","Looks like it is purely made for kids only as there were so many laser shows than actionpoor plot/story with a not-so-good screenplay with a somewhat decent characterization that too it felt like that just because they were played by some good veteran actors who're well known to us, otherwise, it was just flat making. It almost feels like DC made this just to give an act of revenge on Marvel and they can do it just because these big corporations have huge piles of cash, nice, these guys are just digging a deeper grave for cinema, idiots.Overall, it's a good one-time watch if you were/are a kid, and that too only if you like watching laser shows.","
            1/10
            "
"adkinstitus","6 November 2022","Don't go and watch this! Please safe your time, money, and your thoughts. This was so bad. Talk about cheesy. The story line was bland, the CGI was horrible, and the acting was terrible. Nothing felt epic. I look to my left and my brother is knocked out, I look back to the movie and find my self dozing off to how bored I was. Luckily I had the best chicken tenders from cinema cafe, so I wasn't to mad. Until I finished them and it felt like the movie would never end. But on a serious note, a lot of movies now a days is feeling like there is thought, effort, or time put into these movies. They just throw well known actors in there and get money. Not ok.","
            4/10
            "
"uncleoyster","26 November 2022","This thing had much going for it, at least in the idea department, and it could have been great. Sadly, it fails on too many fronts. For all its good ideas, it's honestly just too clumsily done. The incompetence on display is surprising at this level of blockbuster moviemaking. This is B grade stuff.For starters, the screenplay needed at least two more passes. Flesh out the characters, not just the set pieces. Finesse the dialogue. Have them interact believably. Make us care! For one, the movie fails to balance its tone, which makes the small attempts at comedy fall flat. And sadly, the character Hawkman comes off as severely stupid. Every action he takes, every word he utters, only serves to escalate the conflict and further endanger the people they claim to protect. At one point I was sure I was watching Team America. Thus, his implied friendship with Fate comes off as unearned - Fate would never suffer such foolishness. When I don't believe the characters I get taken straight out of the movie, and it's so hard to engage afterwards.Speaking of Fate... How very dareyou kill off my favourite character in his very first movie? Unnecessary. Unearned. Unbelievable.The director should be replaced. We see what he's going for, but as implied earlier he's not competent enough to accomplish any of it. The scope here should be vast and the stakes should feel massive, but instead we don't care and the flick looks and feels small and unengaging.The storytelling here is very rushed. We skip from location to location with no room for the characters to breathe. We never get to know them, and so nothing they do really matters. Pierce Brosnan at least tries to make his meager material work, oh how he tries, but the flick just won't let him. It's frustrating to watch.Dwayne is sorely miscast in any role that requires depth of character. That dude is a movie star, not an actor.I won't harp too much on the CG stuff, we know those guys are underpaid and overworked, and they never have enough time to make a solid product. That said, the Final Boss™ looked laughably bad and I blame the studio and producers.Even the music is generic and lacklustre. I just can't with this thing.I don't really know why at this point, but I expect better.","
            1/10
            "
"rotbarttomer","26 November 2022","Honestly, among the worst movies I've seen. The plot doesn't make sense. Still can't figure out how in a superhero movie the writing was so bad, it's a superhero movie not an Oscar winning drama doesn't, you dont need much writing ability.Feels like they imitated/copied scenes from other movies badly. During the movie they are looking for a special and strongest steel (god knows why) familiar to anyone? Again they put in the magic word ""Shazam"" why, how at least if you have already brought this narrative up again, give a minimal explanation to the average viewer so that he will understand this nonsense.","
            3/10
            "
"danieljfarthing","29 November 2022","DC are poor relations to Marvel these days, if the tepid ""Black Adam"" is an indication. Dwayne 'The Rock' Johnson is the titular superhero, awoken from 5K yrs in a Middle East tomb to free his city (inc inhabitants like Sarah Shahi, Bodhi Sabongui (poor) & Mohammed Amer) from parasitic Western occupiers (and more) despite (or with?) cameo Octavia Spencer's group of global heroes inc Pierce Brosnan (poor) & Aldis Hodge. The cast, the performances, the effects & direction (Jaume Collet-Serra) and the three-man writing here are all vastly inferior to the slew of Marvel equivalents. It's a dull & unoriginal turd. Flush it away, and leave this kinda gumph to Marvel.","
            4/10
            "
"drs-09434","6 December 2022","I was looking forward to this one. Thank God I didnt pay to see it. It started out ok and had a good look to it and then it went Suicide Squad 2 stupid with these terribly unlikeable not so super heros. The kid that grows in size is a bumbling idiot. They try a few comic moments that failed utterly There was literally NOTHING likable about any of these characters. DC just showed again how they will forever be chasing Marvel with no hope of catching them. Even The Rock couldnt save this steaming pile of feces because it was so pathetic. When this ended, I looked at the girl I had over to watch it and she just rolled her eyes and said ""Im glad I didnt pay to see that.","
            1/10
            "
"chouhankaishav","27 November 2022","This movie is predictable as hell you can guess everything happening at the screen... I really don't know where to start. Characters so paper-thin you can (sometimes literally) see right through them; a structure that continuously has you asking ""when is the story going to start?""; a visual miasma of ridiculously dated CGI (yes, show me the speed ramp/slow down EVERY TIME we see cyclone, that won't get old at all!); a complete lack of backstory (what... is... Hawkman?); a villain who can, apparently, just be ripped in half; I can't believe the incorrect ADR and absurd editing choices got into the Final Cut without the editor deliberately playing a prank on the audience.","
            6/10
            "
"kjproulx","3 November 2022","Besides the living Hollywood legends, as far as Blockbusters go, Dwayne Johnson is one of the only names out there that will draw a crowd. These days, it's all about the spectacle or whether or not a good story is enough to pull people in. The way of the Hollywood star is going away, but Johnson is one of the few keeping that notion alive. I'm saying this because I don't think this film would be getting as much attention without him in the leading role, and I also don't think I would've enjoyed it as much without this particular cast. Here's why, although it's a mess, you may get some enjoyment out of Black Adam, as I did.Imprisoned for over 5,000 years, a man named Teth Adam is unleashed on the world. The Justice Society, a team of superpowered individuals, is on the hunt for him when they find this out, but more significant threats will take precedence. Having the powers of the Egyptian Gods, Teth Adam begins to tear apart and kill anyone who stands against him. This was his moral code back in the day and still remains. The fish-out-of-water scenarios are what made this film enjoyable though.Dwayne Johnson plays a more stoic version of his beloved persona and I thought it worked well here. On top of that, I thought the additions of Aldis Hodge (Hawkman), Pierce Brosnan (Dr. Fate), Noah Centineo (Atom Smasher), and Quintessa Swindell (Cyclone) as the Justice Society were all great and played off each other well. It was the fact that I loved all the characters that left me overall enjoying this film. The biggest issue is that it moves very quickly and tells two films' worth of story in about two hours. There was no room for anything to breathe.In the end, I'm not complaining about the pace of the film because that's the furthest thing from the problem. It moves at a very solid pace, but The Justice Society comes basically out of nowhere and because I liked all the characters so much throughout this film, I really wish we had a film or series that fleshed them out more. Great characters with zero backstories are just frustrating. It's filled with great superhero action and Dwayne Johnson is very good in the role, and Jaume Collet-Serra did a great job directing an exciting film, but I do feel that the writers just stuffed too much into a film that felt small-scale in terms of scope and locations. By no means a great movie, but if you're looking for some fun action that you can enjoy some popcorn with, this is it.","
            5/10
            "
"ryan-44110","19 November 2022","One of DC's better anti-heroes unfortunately gets the same treatment as Snyder's Justice League. I presume originally a 4hr long movie, reduced to 2hrs and leaving most of the audience who likely doesn't have any insight or prior knowledge of the Justice Society, Dr. Fate, Hawkman, etc clueless as to who comprises the protagonist mash up. Johnson does a good job of conveying the internal struggle and motivation of Teth Adam, but the film doesn't do a good job of explaining how he and Shazam both exist at the same time in the same universe. It also doesn't explain who bestowed the power to the wizards to be given to a champion. We're dumped in a timeline 5000 years ago, and told about a mythical location in dire straits by an oppressive ruler. That bleeds over to modern day to set up our villain arc. Going by the comics, we should've at least had some interaction or plot with Egyptians and their gods, but nada. Major let down.Leading us head first into plot, we're given the Justice Society, which may as well be the Justice league of B-list heroes. Pretty underwhelming. If you don't know Dr. Fate and company, you're going to be confused. There's little to no backstory on them or their previous adventures, or their reason for being. There's also no reason given as to why the Justice League isn't the one responding to the crisis either. The child actor in this is awful. His voice is terrible, especially when he shouts, acting is not convincing, and I was hoping they'd take him off screen for an extended period, but he was with us pretty much the whole way. Was this the best child actor they could find...?Best part about the whole movie? Johnson never once does the eyebrow thing in this movie, thankfully.All in all, good action flick, borderline gore but maintains its PG-13 rating. The best part is the end credits scene. Personally, a sequel isn't needed.","
            1/10
            "
"lnorrbyln","28 December 2022","I did not like this movie and was surprised that The Rock would be acting in a very onedimensional role. I had colleagues telling me that watching this movie would be a waste of time - I didn't believe them at first but now I can confirm they were right.Even though hero movies (Marvel etc) are ""over the top"" with the super powers and all, this film lacked the refined touch and depth of those movies.I had the feeling that The Rock didn't actually want to take part in this movie but had to because he was bound by some contract or something. His usual energy and ""presence"" (if you get what I'm trying to express) was somehow missing.Maybe just a feeling but that is my impression.","
            3/10
            "
"theredsky","20 November 2022","This felt like a bad video game. The Rock is a very charismatic guy but I don't have a clue why he hyped this up as a game changer for the DCU. It's the most bland Superhero film of the year. No one here feels adequately developed with the exception of Black Adam himself but even then his development is very surface level. I think what annoys me most about this movie is that there is a good film hidden here. This film talks about Superheros coming in and invading places for the sake of ""peace"". That's a really cool idea that should be developed more in Superhero movies but it isn't here. Here it's a throwaway line which definitely annoyed me because it means the writers saw the opportunity and decided not to develop it. The performances are okay. The Rock is just being The Rock which is charming enough and Pierce Brosnan is definitely making an attempt here with the script he was given. Everyone else is fine. Their powers and abilities are cool but they would be cooler if their characters weren't so surface level. The visual effects look like they come out of a PS2 or PS3 however it definitely feels like the VFX artists were crunched for time. There's also a tone problem here. Sometimes the film likes to mimic Zack Snyder's style and sometimes it tries to mimic James Gunk's comedy. They don't mix together well here though because neither of those individuals worked on this movie. The villain here sucks. Honestly, having Black Adam have beef with the Justice Society worked decently well but they just had to throw in a stereotypical CGI 3rd act villain and it doesn't work at all. I can't even remember the villains name. Unless you really care about these characters or the DCU in general then I would avoid this.","
            3/10
            "
"JayWolfgramm","24 January 2023","""Black Adam"" is a film that had a lot of production problems. Dwayne Johnson was cast in the role back when he still had hair and looked just like the comic book character. Sometimes this can just be a little side note for the movie. In this case, it is obvious in the final film that the script was written 16 years ago.By 2022, we have a LOT of options when it comes to superhero movies and ""Black Adam"" does nothing new to make it stand out from the bunch. Maybe when the script was written in 2007 these ideas seemed novel, but by now it is all derivative of other films that do it better.I will give the film this: I actually think it balances its humor better than the recent Marvel movies. The film has a fair number of jokes, but they are all character-based jokes and they fit within the tone the film has set. Pierce Brosnan and Dwayne Johnson have a fun dynamic and they work well off of each other. At least for the most part, there are several jokes that don't land. But in general, I thought the side characters could get a few good laughs and were engaging for the screen time they got.The storyline hinges on some pretty big plot holes they hope the audience ignores. The whole central conflict between Black Adam and the Justice Society could be settled with a simple 3 second conversation. Why would they have an issue with him killing bad guys, when in this DC world ALL the superheroes go around killing bad guys?This is another film that does not understand how to do villain centric stories. In this film, Black Adam is not a villain, or even an antihero, he is just a hero who keeps saying ""I'm not a hero.""The action is well helmed at times, but it is the simple conversation scenes that the editor feels compelled to cut to pieces. The action scenes themselves ring hollow because no punch does any damage to Black Adam. They can throw him through as many buildings as they want, it doesn't get a scratch on him. They introduce a weakness for him, but never have it come up in any of the fights.Any goodwill the movie had going for it, is lost in the final act. It unravels down to the same old DC CGI battle with a stupid underdeveloped villain. And to top things off, they include a post-credit tease that is never going to pay off. Throughout the film, Black Adam feels the wizards gave the power to the wrong man. The wizards may not have chosen the wrong man, but I have chosen the wrong movie.","
            3/10
            "
"ryanmcbride-57216","6 February 2023","After watching this film i can see why james gunn is wanting to scrap the current dcu and start over there is to many dc movies that are trying to link to each other but are absolutely terrible and feel detached from the likes of batman vs superman and zack snyders justice league!This film felt like it was made specifically for children, terrible attempts at comedy and a story written by and aimed at small children........The music is awful they seem to be going for a humoured approach by playing ridiculous clips of music during action scenesAll the characters are cringy especially the team sent to catch black adam (justice society) they are laughable, they are very unlikeable characters and piers brosnan is the only actor among them worth liking due to having more talent than any of the others in this movieThe comedy is just badly placed and dialogue feels like it just shouldnt belongI like man of steel, batman vs superman and zack snyders justice league and even wonderwoman (the 1st one not the second one!) However it seems like all the other stand alond dc films have tried and failed massivelyI hope james gunn will be able to pull it off wirh his DCU projects in the coming future.","
            8/10
            "
"darkmax","23 October 2022","Cons (let's get these out of the way):
1. Shouldn't have killed Dr Fate.2. Shouldn't include Cyclone and Atom Smasher.3. Missed chance for a Hawkgirl appearance.4. This story has many missed chances to be better.5. CGI could definitely be improved.6. Why the JSA, and not JLA, in Amanda Waller's era?7. Stop using CGI villains. They absolutely suck!8. The uprising scene in modern times suck.9. Stop copying the launch of X-men's Blackbird ?10. Comic reliefs are not really needed in this movie.Pro:
1. Teth Adam's background is pieced together nicely.2. Good to have a movie for Black Adam alone.3. Teth Adam is not totally invulnerable or god-like.4. Possible future conflict with Intergang and Waller.5. Possible JSA storyline.6. Movie was engaging enough to not be boring.7. Makes most of those woke critics look stupid.8. Black Adam's powers are not entirely flashed out.9. Dawyne Johnson definitely fits the character.10. The dark tone of the movie fits into the DCEU.","
            10/10
            "
"marioalvarezpineda","22 October 2022","I really do think that it has become a Trend to hate on DC even when they give us an amazing movie. Black Adam was truly the superhero movie I needed after feeling superhero fatigue from all the Marvel movies and series. D. J. Portrayed Black Adam to perfection. He was born for this role. From start to finish the Special Effects, the plot, the action scenes and the acting was on point. It had me at the edge of my seat. Non stop action and non stop heroes. They really got the formula right on this one. It opened up the DC universe to so many opportunities that I am sure (if done right) will surpass all our expectations. Thank you D. J. for this movie. It is a must watch for superhero fans.","
            10/10
            "
"Kazombie","21 October 2022","Dwayne ""The Rock"" Johnson gets top marks for making his Black Adam just as steely and imposing as in the DC comics.There are tons of action scenes featuring the Justice Society, obviously. Cyclone's beautiful twisters are a unique joy to watch and they add some welcome color to the film's visual palette. You can finally see Doctor Fate on screen and see how the other comic brand has ripped off and created a woke and weaker version in the form of the DS.Black Adam indulges to the perfect point where it's hard not to enjoy the DC anti-hero's debut. It's packed with fleshed out characters and an excessive number of adrenalin pumping action scenes, to the point where it outclasses any other outing and shows what it means to be a hero even in the midst of all the noise. DC has managed to capture lightning in a bottle and Black Adam manages to find its spark and then some.My previous positive reviews for DC films get rejected. Anything negative about other brands also get rejected. Who is moderating these reviews??Two final words: Post credit! Excellent return for the DCEU. Welcome home indeed!","
            1/10
            "
"epicpsychoforce","26 December 2022","What is it with DC movies and slo mo......,This movie is like 70% slowmotion and its annoying. The acting is not that great.........
The only one worth watching is Pierce Brosnan........They really need to look at the Batman......that movie was refreshing and old school at the same time...... I know they are two different stories.....
but they wanted this to be dark and adult and fun at the same time. It didn't work at all.The movie falls flat. The cgi is not that great. It's like a bad videogame cut scene.I was hoping this movie would surprise me and maybe start a new era of DC movies. But i was sadly disappointed.","
            2/10
            "
"ikata-49417","11 December 2022","Cliché characters plus generic plot plus boring CGI equals dull, uninteresting, mundane movie. But they keep doing it over and over. They keep doing it over and over. Over and over. See what I did there? That's this movie. The same components from other movies reused over and over. Every character was a cardboard cutout. Their ""personality"" was obvious and the dialogue predictable. And the plot was even more predictable then the dialogue. Where have I seen this plot before... in every other comic book movie and many other movies. Also, even commercials have CGI now. CGI has become passé and boring. CGI does not make a movie good. The entertainment industry is kaput. All the music sounds the same. All the movies are the same. All the shows are the same...well most of them. Wednesday was decent. This movie was not.","
            5/10
            "
"cking1010-458-184844","22 October 2022","I didn't love this movie but didn't hate it either. Typical superhero stuff. Special effects are what you'd expect, acting is also what you'd expect with the Rock and others in this.Call me old fashioned, but I'm not with the black magic/satanic stuff, but that's just me.It has a little twist I didn't see coming but it's not some shocking development like The Sixth Sense. Hahahaha.The credit scene gives us something to look forward to.As someone who grew up watching superhero movies and loving them, the majority of them are becoming pretty cookie cutter... same old, same old. This is about the same as most others.","
            2/10
            "
"boydwalters","18 January 2023","From the outset of this complete failure you can log where each scene has been copied from film that did it so much better years ago ... I usually think Dwayne Johnson can liven any old mediocre hollywood hokum up, but not here ... Whatever he says about really wanting to make this for years, he looks like he is really hating every minute of it and can tell its a total train wreck of a film ... Nothing new ... Not entertaining in any way ... Just pointless as its all been done before years ago and much better ... Why bother to keep on making these things and think you can cover up the failings in a script that sounds it was written by some kid that's been thrown out of English class for a complete lack any understanding of structure, narrative or basic language or story arcs, with CGI ... This film is one of the worst I have seen in a long time ... There really are fewer less interesting ways to spend your time ... And most of them won't hurt as much as watching this waste of everybody's life ... It needs a minus score for idiocy and pointlessness.","
            5/10
            "
"ashfordofficial","22 November 2022","For a ""superhero"" movie with lots of action and comic book references, Black Adam is decent and somewhat entertaining. But as for a $195-200 million movie, it is flawed in many ways. 50% bad CGI negated 50% good CGI, weak and clueless direction, amateurish writing, some of the actors and their performances and dialogue delivery were weak and uninteresting. A mishmash storytelling that got tangled up in extreme weirdness. Poor music choices in important moments and the sound editing and mixing department ruined a lot scenes and broke the immersion. If this movie had a visionary director and a good screenwriter the outcome would've been very much different and I'm talking about the poor reviews and the disappointing box-office performance.","
            3/10
            "
"BoredMovieWatcher","8 February 2023","Black Adam is that superhero movie that you just watch for the hell of it. But once I finished watching this movie, I just forgot all about it. There isn't much to this movie other than to satisfy your craving for action and superhero fight sequences.The problem with Black Adam is that this feels like it's trying to copy the MCU winning formula. It tries to land at humor but can't because of Dwane Johnson's emotionless acting or just feels out of place and forced. And the character himself, Black Adam is just not super interesting. He's that character with no inherent weaknesses nor any emotions that make us like the character. But I can say I liked the other characters in the film, like Doctor Fate and Hawkman. Everyone else in the film was uninteresting that they're only there for filling in roles.I can only say that Black Adam is alright in the action and the side heroes that show up, but the rest of the movie is lacking one thing that makes superhero movies great: character development. And no, having a flashback scene to tell the origin of Black Adam does not count as character development.","
            3/10
            "
"MikeHunt1075","24 November 2022","Oh man, where do I begin ripping this apart from? First, it takes place in a fictional Arabic city that's been around for a few thousand years, so there's reality out the door already, not to mention it's very americanised, amazingly everyone speaks English, you know, typical Hollyweed stuff, so anyway some stuff happens and a few thousand years later in today's time miss Lora Croft and team are in search of some mythical crown that's hidden in a mountain that mustve been very easy to find, as suddenly they're just inside it and it's really well lit for tomb that's not been visited for centuries... pretty clean too... anyway, bad guy traitor, military guns, life or death, releases the most electrifying man in sports entertainment and hight blah blah blah The Rock is out cold to be taken home by Lara Croft to sleep off his injury whole her kid son sneaks in to play the done-to-death annoying kid side character no one ever asks for, but Shazam had one, so Black Adam has to aswell according to the writers.The Justice League send in the C-Team formed up of some unheard of falcon bird man, Peirce Brosnon looking like George Lucas's and ripping off Proffessor X and then two annoyingly young teen recruits whom one can fart rainbows and the other thinks he's Deadpool and Antman combined.Fight, argue, kill, don't kill, stupid lines, eye rolling CGI over kill blah blah blah I'm not a hero, yes you are, play a tear jerker death the audience don't care about, have unbelievable flying ships and space bikes, don't worry about that, filler, filler, filler devil, army of the dead, pathetic 2 minute uprise of the people, I have the power of GreySkull and the typical expected stupid ending with a post ending after that.The Rock does not play a good role here. No one does. No one seems to know if they're supposed to be comedic or dramatic, but either way it doesn't work. It's tried too hard to be a Marvel style film, as I could not for one moment imagine this film coexisting in a world with Gotham City.There's way too much filler, stupid side characters who are also just filler, no depth to make you care if anyone lives or dies or not, and a stupid post movie scene of ""Now you bother showing up?""For a film that's been talked about for so long now, the Rock has just embarrassingly laid the smackdown on himself,checked himself into the rock bottom hotel and can spend his millions of dollars as tissues as he is awarded most pathetic super hero of the year.Oprah sets up a hint at a sequal in the end, but I won't be surprised if DC just scrap this films idea as a franchise all together.","
            1/10
            "
"christianmarthaller","21 October 2022","Not to sound like a cynical movie nerd but this movie was BORING I'm just glad I have regal unlimited so I got to see it for free but dude it was badBasic, boring emotionless acting (especially from the rock)This movie just felt like it kept dragging on with a boring done to death every super hero movie ever theme with a lame plot that I know I've seen before somewhere.I just wish they woulda done something else or at least tried to redeem themselves with this one because I was really hyped for it but it was a sad disappointment I'm afraid..The villain was cliche and this movie was over all whack and cheesy.. goodnight New York thanks for listening in kiddos!","
            4/10
            "
"matrixmistro","22 October 2022","It starts off quite well. You know the clips because it's in the trailer and I thought this might actually be quite good. It all went down hill from there.The issue for me was the same old tried and tested and monotonous formulae we see every time with marvel films. However, this is a DC film and I prefer DC. Well, Marvell films lately have gone down the tube so much recently I don't even watch them any more. This was similarIf you are a massive Rock fan you will watch this no matter what. I'm the same but I feel the older the Rock is getting the more I tire of him. Particular now he has put so much emphasis on bulking up. It's not a good look. His body is no longer no proportional. He has put too much effort in his chest and this is massive but his lower body is small. A bit like watching a Rod Stewart on steroids. I think Ryan Reynolds would have been a better fitI did not like the story and this film was no different to any other super hero film coming out recently.Nothing special. It did have some good special effects and some funny moments but it was mediocre in terms of a super hero filmThe high rating is no doubt because the Rock was in it.","
            1/10
            "
"thebiffinator","29 October 2022","I was forced to go watch this because of my family. Every movie with the rock is the same. Terrible acting and predictable. Plot is ridiculous and boring. Action scenes are bland. Thank God Marvel didn't sign him, otherwise he'd never go away. I really hope DC understands they don't need to keep going with crap like this. Dwayne can never make a movie good. There are millions of people that are so tired of Dwayne. He's reached a point in his life where he needs to retire and go away. He's like a cockroach. He's in everything. Bring back Superman or something. Hire new faces and actors. Give us something new!","
            9/10
            "
"StevieG338","24 October 2022","For anyone giving this move anything under 7, I have no idea what you are looking for from a superhero movie. Some of the rating just don't make sense, this was an entertaining movie.This is a total departure from the other DCEU (Snyder) movies. The tone is totally different and far more entertaining overall.Firstly, the action is excellent. The casting is great, Brosnan is amazing as Doctor Fate and Aldis Hodge is excellent as Hawkman. The jokes aren't forced and are well placed and the story is pretty good. I would definitely watch more DC movies like this.Went to the theatre to see with my wife, we both really enjoyed it.","
            8/10
            "
"fredperry492","24 November 2022","I really enjoyed the film. If you're a Rock fan you'll definitely enjoy it. I don't fall much for the hype surrounding any film, good or bad. Yes, there are a few woke elements in it and they did tarnish the films enjoyment, but not too many. They were bearable.I liked the storyline, liked most of the characters, but I have to say the so called super heroes.....not particularly great on any level. It does kind of feel like the film industry is scraping the bottom of the barrel for 'another super hero'. They just felt like 'B' super heroes, I guess.Don't get me wrong, the main character was fine, funny in places and all round enjoyable.If you like Super Hero films, go see it.","
            8/10
            "
"BadurBey","10 November 2022","8.4/10.This movie had a lot of great moments and a lot of cringe moments for lack of a better term. Dwayne Johnson As Black Adam was an absolute perfect casting with his performance being spectacular. The action and cinematography were amazing. The acting was alright as some characters nailed it and others didn't (THE BOY). Hawkman kinda stole the movie for me. His character arc from viewing the world as black and white or good and evil, to a more moderate viewpoint was interesting. His dynamic with Doctor Fate was the best part of the movie.Now for the downsides the action scenes were pretty good but felt dragged out. The constant cuts to slo mo didn't help either. The acting especially for the kid and his mother was mediocre. Overall a B Tier movie.","
            5/10
            "
"Snootz","19 November 2022","If you're looking for constant, never-stops action, a high body count, a typical Dwayne Johnson character that's exactly like all other characters he plays, and a hefty hunk of Satanism thrown in (at the very end, to make sure everyone is already hooked), this is the movie for you.I'm sure there are a lot of comic boys and The Rock fans who will just love this movie. But seriously, the director didn't make any effort at all to give Johnson a chance to portray a different character than he always plays.The story is ho hum and highly predictable. The redeeming factor is that we get to see characters we don't ordinarily see: Doctor Fate, Cyclone, a really kick-tail Hawkman, and Atom Smasher (well, we've seen a giant Ant Man before, but this is uh... different).The CGI of course is incredible. The story isn't stoopid, so there's that. But it's also not very impressive. We went in expecting a comic book movie, and that's what we got.I had been hoping for something a little different, an anti-hero that gave a different feel to the whole film. But Dwayne simply can't help being fun and charming. I was expecting a character that makes Batman look tame, but nope. Typical super hero flick (oh wait, we can't forget ""I'm not a super hero"").Ah well, it's another fix for the adrenaline junkies. ; )","
            6/10
            "
"jonathanmarklund","22 November 2022","Black Adam is by no means a great movie, but it is far better than I thought it would be. I was expecting something along the lines of 'Ant Man' or 'Shazam'. But Adam has more depth too it then just a side-character's origin story. It actually has an identity of it's own, and much of this is due to the actors doing a really good job.The CGI is ""okay"". The rendering is good, but the physics and the animation is a bit stiff. I think another 2-3 months in development would have done this movie good.But other than that, I think it's a solid movie. You don't need to be a hardcore nerd to follow the plot and you don't need to watch every DC movie that came before it to enjoy this (thank God for that.)So yeah, get some popcorn, lower your expectations, and just watch a superhero movie.","
            3/10
            "
"akaslammin","29 July 2023","This movie is about 2hrs too long. If it had been a short film, say about 5mins long it may have worked. This is a very boring movie.The writing is particularly bland and much of the 'humorous banter' is tired gals flat.If the writers' strike currently going on (mid-2023) is intended to protect the people who wrote this they won't get much sympathy and deserve very little support.The superheroes are not very interesting and all seem a bit whimpy with no real personalities or substance. And a main premise of a good superhero film is that you want the good guys to win, but in this there are none that are really worth saving and definitely none who you worry about when they seem to be threatened.","
            2/10
            "
"buih-47731","25 November 2022","Black Adam is a movie. It has characters, and there most certainly is a plot.Black Adam is however, not a very good movie.It is endlessly boring. The only saving grace is the unending, and effortless charisma of Pierce Brosnan, which doesn't say much as the man can simply exist in a room, and I would be mildly entertained for an hour or two.I have more or less forgotten the plot to the film. The ending was patently insane, inept and un-understandable.The acting is wooden and stiff, and the dialog is absolutely the worst.The Rock, the otherwise funny and charismatic ""dude"" does not work as an angry and brooding man. He simply does not fit the character of Black Adam. In fact, Black ""Teth"" Adam, is a very poorly written brooding dark evil person. His motivations are strange, his intentions are completely unknown.He's just pushed around by the plot. Climax happens, because ""plot"" and the movie ends.It's not good.Go spend your money on a really good movie, like Bullet Train or Top Gun Mav.3/10.","
            5/10
            "
"msbreviews","28 October 2022","If you enjoy reading my Spoiler-Free thoughts, please follow my blog to read my full review :)""Black Adam is far from impressive, being somewhat disappointing due to its formulaic, predictable screenplay when something different was anticipated.Lorne Balfe's epic score and a magnificent cast - Dwayne Johnson, Aldis Hodge, and most remarkably Pierce Brosnan are phenomenal - try to elevate the decent action and visuals, but the moderate entertainment levels don't make up for the dated narrative structure.Tiresomely heavy exposition, story with little to no creativity, and inconsistent humor make it impossible for the DCEU to take ""the next step"" in a truly impactful manner.""Rating: C+","
            3/10
            "
