"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"loveviggomortensen","9 June 2015","It's worth watching to see what happens to Stark and everyone else that was in the first film. One can watch this movie at any time of the day. It would be best to watch the first film to know what happened. There are some things that just wont make sense if you haven't seen the first film yet. Children can watch this movie pretty much at any age. But please parents make sure that your children can watch this type of action pack movie. This movie is at least 8 out of 10 stars. There is a lot of action within the movie. To me this movie is on that list of movies that can be watched multiple times within the year or even years. I'm going to be watching this movie plus all the other Marvel movies in a marathon.","
            9/10
            "
"TourettesPersonal","10 May 2010","Iron Man 2 is not as good as the first movie. This movie has many plots and dialogue, and there were only have few action scenes. It is still entertaining and it didn't ended up like Transformers 2(why did i compare TF2 anyway?). I love to give this movie a perfect score but it's disappointing.Iron Man 2 wasn't a bad film it's just disappointing because it's not that action pack. It has only 3 or 4 action scenes, and 2 of them were long and the rest didn't last a minute. By the way the first movie only had 3 fights and those 3 were long. Good thing the finale in Iron Man 2 is more awesome and has more explosion than the first Iron Man's finale. The music score of the first Iron Man movie was better. The cast is entertaining. Robert Downey Jr. is still awesome. Mickey Rourke and Sam Rockwell are entertaining villains. Scarlett Johansson is hot and sexy as Natalia, but she's hotter as Black Widow(The name Black Widow and Whiplash was never mentioned throughout the movie). The director of this movie Jon Favreau is fun to watch as Hogan. The only problem in the cast is Don Cheadles. He's not playing Jim Rhodes, he's just playing his old roles.Iron Man 2 is still a superhero and the point of every superhero movie is the action but here in Iron Man 2 the action scenes were few. The movie has too much dialogue and plots, and few action. It's not a successful sequel but it's a fun movie to watch this summer. Iron Man 1 is still a classic superhero movie!","
            6/10
            "
"mik-trotman","29 October 2010","This movie is nothing but drivel and loud bangs.No plot, no characters, no development, no story. Nothing that makes a movie.This is just embarrassing to watch for the sheer lack of any sign of imagination or story-telling. A three year old kid playing with his transformer toys would provide more entertainment that this insult to the intelligence of any anthropomorphic animal.Suitable only for imaginatively deceased.An IMDb review has to contain more than 10 lines of comment. It has hard to find more than 10 words that is worth wasting on this total waste of time , energy and human effort.","
            7/10
            "
"gritfrombray-1","2 May 2010","I have to laugh at the amount of obviously stupid people who ran this film down and only went to it to find something wrong. I really enjoyed the first installment and it was the best kick off Marvel film to date but it presented an all too 'obviously going to be the bad guy' Stane. But little else to complain about. This film portrayed an unstable Stark played by the masterful Downey and showed his battles with drink, technology and public life in a real watchable fashion. Pepper Potts was wonderful and, as always Paltrow delivers a fine performance. Mickey Rourke was spine shiveringly amazing in his portrayal as Whiplash and was secretly deceptive in his intentions and abilities. Justin Hammer provides comic support too. Terrence Howard is forgotten in the blink of an eye and Cheadle is even better as Rhodie. The whole arms race and the military row over the Iron Man weapon is a great story and there is slow points in the middle of the film but when watched in full it's obvious that the entire film cannot be in fast forward. Nick Fury and Black Widow are played in superb form by Jackson and Johansson, providing blistering support and many surprises. The showdown at end is as always fantastic. The dialogue and action are all in true comic book style and I for one am looking forward to many more like this to come!","
            8/10
            "
"gregyolen","27 April 2010","Summer blockbuster season always brings with it at least one big disappointment. This year's comes right up front – and what a disappointment it is. IRON MAN 2 is a classic sequel in the worst sense: we've got more villains, more heroes, more money in the budget, and none of it amounts to an experience that comes even close to that of its predecessor, which stood out in 2008 as smart, effervescent counter-programming in the summer dominated by the dour DARK KNIGHT.The problems with IRON MAN 2 are bone deep, but they manifest themselves everywhere on the surface. While the first film focused neatly on Tony and his development from careless cad to honorable hero, this sequel gives him nowhere to go, and at some point in the filming/editing, director Jon Favreau must have realized this; hence, his new movie's many secondary characters and subplots receive a disproportionate share of screen time here. Tony is all but discarded as a dynamic character – and it becomes very clear very early that without the original's central arc (and I ain't talking arc reactor, hiyo,) there's really not much novel about this franchise.","
            7/10
            "
"oslai1998","30 April 2010","So, i got to catch the film yesterday night and i thought it was truly amazing and magnificent , i am planning it to watch it again but the film was truly remarkable , i mean . The film surely passes it's pressedor. But i thought the last scene battling Whiplash was short. Whiplash uses his electrical string and just flipped it to Iron Man and War Machine, then they used their hand power and blast it in each other making Whiplash die. Acting was nice, visual and actions and good. The action was actually better than the first one quite a lot. But the bad thing that the movie was so short. Around 126=2 hours 6 minutes long. If it was around 130 minutes, it would be betterSo now i gave you my review, i would give this movie a 10.10 I highly recommend this movie to anyone that loves Iron Man. If you watch it, Make sure you watch the scene after the credits about Mojab, Thor's Hammer.","
            8/10
            "
"saintorr","2 May 2010","I was such a big fan of the original movie and had been looking forward to this sequel for a while. Sadly this effort just didn't live up to expectations.That is not to say the movie is terrible or boring but it just missed something.Downey Jr, Rourke, Rockwell, Paltrow and Johansson performing together should have added up to something great but unfortunately it just added up to something that was OK.Hard to identify a single flaw but I got the impression that the film makers started off with a project that was just too ambitious (a cynic might describe it as a project that was too poorly defined).Some of the plot leaps, clunky dialogue and vanishing characters made me think a lot of material had been cut and gaps had been filled with hasty re-shoots.Go and see this by all means. You will probably enjoy it but it really could have been so much more enjoyable.","
            7/10
            "
"catalinmarian-13885","27 May 2023","It starts ok but then it gets boring and I couldn't enjoy the ending which is quite epic. After the first 20+ minutes the movie almost stops. In a large proportion of time almost nothing happens or if it happens it is not so important even the villains seem to have a break from everything else to do nothing, everything becomes very slow and I felt like I was watching a Tony Stark's typical day. It also has good moments, as I said the beginning and the end, but I can't get over the fact that I almost fell asleep in the middle. I still like the cast and the introduction of Black Widow was well received, but I can still say that Iron Man 2 is one of the most boring Marvel movies.","
            5/10
            "
"ohroonoko","15 December 2021","Originally scored this a 5 (five!) when I watched this 11 years ago. I don't know why I was so harsh on it, I think it had a lot to do with not liking Mickey Rourke as the villain with his electric whips, or the army of drones that were too similar to Iron Man's suit, or even Sam Rockwell as an antagonist. For sure I was deeply disappointed (and to some degree still am) that Terrence Howard was replaced as Rhodes- but I appreciate Don Cheadle's take on the role. Maybe my expectations were just too high and I wanted a grittier follow up to Iron Man. Whatever the case may be, I just watched it again for the first time in 11 years (as I am watching all the MCU films in MCU timeline order) and I really enjoyed this film. The character development, the character interaction, the introduction of Black Widow, the early Nick Fury appearance, the humor... all in retrospect, this is actually a pretty good installment. And after I watched the deleted and alternate scenes, I got a great appreciation for the editor and director for leaving those scenes on the cutting room floor- it was a good call because those scenes would have negatively impacted the pacing, or been over the top with the corniness.","
            5/10
            "
"razvan9310","24 May 2010","What makes this second part of the Iron Man live story better is that it sticks to the genuine comic books characters. Tony Stark is way more narcissistic and self-centered than in the previous movie, which is, in my opinion, much more accurate and enjoyable, at least for the Iron Man fans. Also, great secondary characters: well-playing Sam Rockwell and gorgeous Scarlett Johansson. Enjoyable action and promising after-credits ending. Heck, AC/DC music, too! I gave this movie 8 out of 10, for being a comic books and IM fan, but any SF, Action and why not Drama consumer would surely enjoy it. Don't trust me, though, go see for yourselves, it's worth it!","
            5/10
            "
"mjplysaght","3 February 2017","OK, so this film is considered by a bunch of people to be completely terrible, and while I can agree that there are a bunch of flaws, I wouldn't define this film as god-awful.A lot of things are thrown into the mix only to be resolved by some sort of deus ex machina. To put it short, this is just filler leading up to The Avengers.Robert Downey Jr. is the perfect fit for Tony Stark. He proved himself in the original Iron Man and here, while this film isn't quite as good as the first, he still carries the charm with him, even if Stark is caught in a battle of his own self-destruction.Sam Rockwell plays a tenacious, awkward and irritating rival to Stark in the form of Justin Hammer, another weapons developer, who tries to team up with Mickey Rourke as Ivan Vanko, the son of Howard Stark's business partner(?) whose revenge stems from the Stark family taking credit for the creation of the arc reactor while his family is forgotten about? It's not developed enough.Meanwhile, Tony Stark needs to find a suitable replacement element for his Arc Reactor as the palladium core is slowly killing him. As well as that, Scarlett Johansson as Black Widow is shoehorned into the film, merely just to establish her presence in the Avengers, rather than HER OWN FILM, which even at the time of writing this, seven years after the film's release, there still aren't any concrete plans.The film is full of red herrings and subplots that get resolves so quickly, that it really makes you ask what was the point of including it in the film to begin with. Also, the action is very short-lived.Putting all that aside, it's cool to see Robert Downey Jr. just be himself as Tony Stark. Full of confidence and charisma that it seems completely effortless.","
            10/10
            "
"TheCasualReviewer","20 May 2020","SYNOPSIS:
The word is out, Tony Stark (Robert Downey Jr.) is Iron Man and everyone wants a piece of the technology. Unfortunately, Stark isn't the only one capable of building a suit and the others who can, aren't who you want replicating it.REVIEW:
The thing with MCU films is there are always redeemable factors (possibly other than Dark World I've been trying to avoid that for years). The first 30 minutes of this film I love. After that, it starts to go downhill a bit. It doesn't completely go off the rails, but it starts to focus far more on the health of Stark and how the piece in his chest is killing him. Now, I wasn't hating the movie during the middle, but especially when compared to the first film, there was a lot less going on and it didn't keep the same pace that the other films do and to me, it didn't have a good final battle. I honestly felt that Stark had more trouble on the race course (which is one of the best scenes in the MCU) than he had at the end. Granted he had help, but it also ended very soon and there didn't seem to be any real threat to his life displayed in the film. There was more of a threat coming from his chest throughout the film. I know it wasn't the fault of the studio and I like Don Cheadle, but I feel Terrence Howard was a better Rhodey and was more believable in that part. The film wasn't terrible, but wasn't one of the best. I still did enjoy aspects, such as the direction from Favreau, the addition of Agent Romanov (Scarlett Johansson) and I loved Mickey Rourke as Ivan Vanko, but I will find myself revisiting the other films far more than this one. 6.5/10.","
            7/10
            "
"scleaver237","4 May 2010","You cannot always know what to expect in a sequel but I was blown away by how good this movie is. A perfect blend of a good story line, good acting, action and a touch of humor. Robert Downey Jr is even better in this film.I think after the first film he has just perfected the part of Tony Stark. Don Cheadle as Rhodey was brilliant. I originally did not know what to think when I heard Mickey Rourke would be playing the villain in Iron-Man 2, so i was really happy when he pulled of a stellar performance as Ivan Vanko/Whiplash. There were plenty of characters which is good to see in a film, many films have to little characters, but in this film there is many in Tony, Rhodey, Pepper, Nick Fury, Natasha, Whiplash and Justin Hammer. Samuel L. Jackson as Nick Fury was amazing but when you think about it what role doesn't Samuel L. play well.","
            9/10
            "
"bowakawa","30 April 2010","The original Iron Man is obviously a hard act to follow; but surprisingly Iron Man 2, just about pulls it off! It revolves around the star ego of Tony Stark, playboy millionaire by day, action hero by night; although this time around he is no longer prone to hiding his identity because he revealed it to the public. This sparks controversy, shocks and outcry through the US government.The acting is superb, Whiplash is very intriguing, when he is actually in it; mostly revolving around his real identity- Ivan Vanko. Robert Downey Jr also delivers a stellar performance as Stark, who's device is not only saving him but killing him also.The special effects are amazing whether it is chopping race-cars in two or Iron Man fighting corrupted robots next to war machine, it is sure to be one of the best visually of the yearOverall, you're in for one hell of a ride, i would give it a seven and a half but it is closer to an eight.","
            5/10
            "
"Smells_Like_Cheese","10 May 2010","Ah, summer blockbuster 2010 has started, and what bigger bang than with the sequel to 2008's smash hit, Iron Man? I really did enjoy the first Iron Man, it was exciting, action packed and different from other super hero movies that we see. Most super hero's hide themselves and stay very introverted in their ""normal human"" disguise, but Tony Stark was something different, he was so alive and colorful and admits pretty much off the bat to the world that he is Iron Man. Naturally he is going to get a lot of challengers in the world and we love to see him take them on as he knows how hot he is and doesn't hide it. So Iron Man 2 is the sequel that everyone who loved the first Iron Man had to see. I admit that I was extremely excited, this looked even better than the first Iron Man. So I got to see it this weekend and I have to say that my friends and I were a little disappointed. Not to say this is a bad movie by any means, it's a good one and very much worth the theater experience, but it didn't have the same ""pazazz"" as the other Iron Man had. Usually most sequels have this part of having to explain the characters, go a little more in depth with them, Iron Man 2 is no stranger to this. Now it can either be good or bad, in this case, Iron Man 2 fell a little short and started to bore me; but it does come back for an awesome ending.Six months after revealing his identity as Iron Man, Tony Stark, has helped maintain world peace. A United States Senate committee, led by Senator Stern, demands Stark release the technology for military application. Stark refuses, declaring that he and the suit are as one while also claiming his competitors are years away from successfully recreating the technology. Afraid of a possible doom he's facing, he appoints his former personal assistant Pepper Potts CEO of Stark Industries, replacing her with Natalie Rushman. While racing in Monaco, Stark is attacked by Ivan Vanko, who has constructed an arc reactor of his own, along with whip-like energy weapons. Stark defeats Vanko. Afterward, Stark learns that Vanko is the son of his father's old partner. Ivan blames the Starks for his family's poor fate, and seeks revenge. Rival weapons manufacturer Justin Hammer has Vanko broken out of jail and recruits him to perfect a line of armored combat units he will use to upstage Stark at his own Expo.Mickey Rourke over all does his job well as the main villain of the story, but my only problem is that a lot of his lines I couldn't understand. He has a thick Russian accent that over does it a little too much because I kept leaning over and asking my friends ""what did he say"" and they would respond with ""I have no idea"". Trying to be as intimidating as Ivan Drako in Rocky IV(heck, even their last names look alike) it didn't work as well. Scarlett Johansson was a little dull at first but once again comes back with a vengeance in the end as she has possibly the coolest fight scene in the film. Robert Downey, Jr. as usual does a great job, my only problem being once again, in the first Iron Man, he was confident and smooth, this one he was more cocky and a jerk. I couldn't root for him as much with this sequel. But Iron Man 2 still delivers in the action, the effects are just as cool and really keep you on the edge of the seat. There are some good laughs and over all a decent enough story, it just could have used a little more sparkle I think. But I'm satisfied with Iron Man 2, it gives the audience what it wants and doesn't hold back on the action.6/10","
            4/10
            "
"doorsscorpywag","14 September 2010","Iron Man is a better song than movie franchise. Basically he is a rich guy in a metal suit who gets his ass kicked by the villains and manages to do something sneaky at the end to win. He got his ass kicked in the 1st and he gets his ass kicked in the 2nd. The guy is a loser. He even needed help to win sneaky in this one. In between getting his ass kicked he does some really boring stuff like inventing a new element to save his life and talking to some bloke who was a pirate. The main villain must have stole the pirates parrot at some point in the movie but my attention wandered to a fly crawling up the wall which was more interesting so I am not sure when. The ending sequence stolen from Predator and Terminator was dull and boring and the money spent could have been spent better with perhaps employing someone who knew what the hell they were doing. Nursery school children could come up with a better film than this turd of a movie. None of it made any sense and the actors seemed as bored as I was delivering stupid lines with a look of someone who had just wandered into a a lift after someone else coming out had farted. Some of these people were actually actors once. Gwen Paltry not among them of course. Sad to see them wasting their time with this rubbish.","
            10/10
            "
"freewillyfan","2 November 2019","Iron Man 2 is a decent follow up to the first. The cast is great again and there are some fun action scenes. The race scene and the final fight are quite good. Unfortunately there are multiple plots that make the film feel a little messy and the stories just aren't as interesting as the first movie's. We get an introduction to Black Widow in this which is great. Overall there's fun to be had but nothing amazing about this film and it doesn't have the same freshness as the first.6.7/10","
            8/10
            "
"AD70","30 April 2010","If you like movies with more action and less time being wasted in developing a back-story and detailed character build-ups then this movie is definitely for you.Fans of the comics will probably enjoy the movie more than those of us who are not already familiar with the new set of characters. But things fall into place as the movie develops so it doesn't take away too much from the overall enjoyment.The actors are all pretty good, Mickey Rourke does very well and so does Scarlet Johansson. Don Cheadle seems a little out of place in the beginning (not because of his acting, more because I really liked Terrence Howard in the first film) but as the movie develops he starts fitting the role much better. By the end of the film I didn't miss Terrence so much. Samuel L Jackson could have done with some more screen time, but I feel that they are developing him for the next installment in the franchise.Overall, the film was still Great! With a mix of the humor and fantastic special effects that made the first film so good.Go watch this movie with an open mind, expecting lots of action, some good moments of humor (there were lots of ladies sitting near and around us laughing out loud at many parts of the film so they obviously found it to be pretty good, as did the guys).Everyone's going to be talking about Iron Man 2 and everyone will have their opinions about what they liked or disliked about it (compared to the first installment). Don't miss out, watch Iron Man 2, it will not be a waste of time or money, and join-in on the discussions!","
            5/10
            "
"vikascoder","8 May 2010","I would not say that I had very high hopes riding on this one when I entered the theater, but i was looking for a fun movie to watch on a Friday night. But it was not to be and I walked out of the theater tired, irritated and drained out to the core.The first Ironman was a pretty picture: concise, great build up and action and clear humorous dialogs. Ironman 2 is a mess and looking from the current reviews and rating, a highly overrated one too. Things which did not work for me:1. Such absolutely brain numbing chatter between the characters! Was there any script for the lines? 2. Poor characterization, poor chemistry between the leads 3. Poor production quality: Yes! poor! Scarlett's fight sequence in the building was one of the most laughably staged ones in recent memory 4. Absence of a compelling plot: Well i do not expect every movie to be the Dark Knight, but hey at least you can put a semblance of a non- derivative plot?Mind numbing junk","
            9/10
            "
"dakotadickenson-83457","9 April 2023","Iron Man 2 is definitely one of the most underrated sequels of the MCU. Robert Downey Jr returns once again as Tony Stark/Iron Man after revealing to the world that he is Iron Man, Tony must face new challenges such as the government thinking his suit is a dangerous weapon and wanting him to hand it over, finding a new replacement for the palladium core in his arc reactor that's keeping him alive while also poisoning him, and fighting a new enemy that ties into his family's legacy. Mickey Rourke stars as the villain Ivan Vanko/Whipflash and I highly think his villain definitely doesn't get the credit he deserves. The only problem I really have with his villain is the accent doesn't always hit its mark and he only has a couple of scenes of actual action that doesn't last long at all. Gwyneth Paltrow returns as Pepper Potts too as the new CEO of Stark Industries. Don Cheadle replaces Terrance Howard as Rhodey and now I can't imagine anybody, other than Don Cheadle portraying the character. The film also gives us a proper introduction to Samuel L Jackson's Nick Fury who is the the Director of Shield and Scarlett Johansson's Natasha Romanoff/Black Widow. Overall, Iron Man 2 isn't as great as it's predecessor, but it is a more than solid sequel that gives us plenty to be entertained by. Rating 7.5/10.","
            7/10
            "
"aurora_vampiris","22 May 2010","The thing with Iron Man 2 is that people inevitably tend to compare it to the first movie. And there's a minor problem with that. Iron Man - in most regions - released at just the right time. People were downright disappointed with the superhero genre and it appeared to be on the brink of demise after Spider-Man 3 and the X-Men films. Batman Begins seemed to have made a mark, but it was too fleeting and insignificant to be etched in people's memories. Then came Iron Man - it was the first decent superhero movie in ages. People loved it, it spread to engulf the Box Office earnings and bingo - there was a new, awesome superhero in town. Of course, after Iron Man, there was this little film you may have heard of - it was titled ""The Dark Knight."" THAT took the box office by storm. Iron Man, fortunately enough for the franchise, got bunched together with the Dark Knight and came to be fondly remembered as an audience favourite. Unfortunately, the audience has a very short memory span and tends to prize fond memories on some untouchable pedestal in their minds - high above the rest of the ordinary movies that plague our cinemas today. Even if the details of the memory itself are scrubbed out. We still prize that blurred memory and cherish it.Iron Man was not a masterpiece. It was the first brilliant superhero movie in ages, but it was by no means a masterpiece a la The Dark Knight. It built up Tony Stark's character arc brilliantly but it got fairly anemic towards the middle and the action was all limited to the last ten minutes of the movie. Also, apart from Robert Downey Jr, little else stood out in the background. However, comparisons with the Dark Knight are not quite fair. The Dark Knight was a dark, brooding work of art that plants itself firmly in the noir superhero genre. Iron Man, however, is a light- hearted fun superhero movie - literally at the opposite end of the comic-book spectrum. So I shall compare it against the masterpiece (IMO) from the lighter side of the superhero niche - Spider-Man 2.Iron Man 2, ultimately, shares the same fate as its predecessor. It's a solid movie, surpassing the original movie and at times has flashes of greatness, but falls short of the spark that made Spider-Man 2 so great - conflict. Be it Peter Parker's frustration with having to maintain the secrecy of his superhero identity or his sorrow at the loss of Mary Jane Watson, the conflict was what made the story interesting. On the other hand, in Iron Man 2, Tony Stark seems to breeze through his problems by virtue of his sheer awesomeness. Best friend stole my armour? No problem. I'm still awesome enough. I can beat him... eventually. Some maniac managed to recreate my armour, re-programmed all of the US Army's Droid Army? Oh well, looks like I'll have to destroy them with my awesome, awesome armour-driving skills.Don't get me wrong here. Robert Downey Jr is still the most... well... awesome pick to play Iron Man. The fact is Robert Downey Jr IS the main strength of the entire film - his interaction with other characters is what lifts the film and gives it wings. His chemistry with Gwyneth Paltrow is fantastic. His kinsmanship with Don Cheadle is sufficient enough to pass muster - they look like two friends who've recently exchanged some harsh words, which is as it should be. In short, Robert Downey Jr seems to have made the role his own. He is Iron Man. The suit and him are truly one.The supporting cast is top-notch as well. Samuel L Jackson just raised Nick Fury's bar on my Marvel meter of awesomeness. Scarlett Johanssen seems to have fit into the Black Widow role like a glove. She looks quite fetching in latex and her stunt scenes are very well choreographed. Her physicality is realistic, especially where she punches through an entire goon squad in a corridoor in front of Tony Stark's flustered bodyguard. Comic book fans might be a bit disappointed with her American accent, but then again, Natasha Romanov IS a super-spy fluent in several different languages - it makes sense that she's a bit more discreet in the movie. Mickey Rourke is believable as Ivan Vanko (Whiplash) and seems menacing at the best of times. Jon Favreau is delightful as Happy, Tony Stark's happy-go-lucky bodyguard.But the actor who truly challenged Iron Man in his own movie was unquestionably Sam Rockwell. He was a revelation in Moon, and is a delight to watch here too - his flustered evil corporate honcho act is a stellar performance and seems to be more of a villain than Whiplash himself.The Iron Man armour(s) look amazing and the CGI is brilliant too. In short, the second movie delivers as much as the first... and more.PS: Watch out for the Easter Egg at the end of the movie credits. There's only one word that can describe the awesomeness of that scene, at least for a Marvel comics fan - Mjolnir.","
            7/10
            "
"skullislandsurferdotcom","15 February 2011","Although it's intriguing watching Robert Downey Jr. as millionaire Tony Stark who, with too much fame, money, booze and girls, behaves like Downey did in the nineties (short of waking up in a stranger's living room), this is an action film lacking action.Mickey Rourke makes for a potentially decent villain, but is given two (relatively quick) scenes battling our hero, the metal clad warrior not up for saving the world (but from what, or who?).The lack of a decent heavy is replaced by Sam Rockwell's sleazy arms-dealing senator, given too much dialog in scenes that need more punch.Much like ROCKY IV... a lazy ""champion"" with too much money verses a killer Russian... but even that had more vapidly entertaining comic book appeal, something this needed more of.","
            8/10
            "
"anupviswanath","9 May 2010","Iron Man 2 trailers were impressive but had fears.Most of the sequels lets us down........But IM2 didn't.Introduction of Don Cheadle as Rhodes,Mickey Rourke as Ivan Vanko,Scarlett Johanson as Natasha Romanoff & Samuel L jackson as Nick Fury were the best.........As in Iron Man Robert Downey Jr gave a stunning performance............The special effects,the story,the synchronisation,the direction........were at the best.......We always expect a lot from a sequel............But most of the sequels for an action packed sci-fi gives importance to action and special effects not to the story..................This movie is 1 hell of a ride..........","
            9/10
            "
"flapdoodle64","25 May 2010","This is a fine comic book movie that relies as much on snappy dialogue and characters as it does fight scenes and CGI. IMO, this is a good idea in that with regard to FX and CGI, we have reached the age of overkill.Another interesting departure from modern superhero films: typically such films increase the number of supervillians with each sequel, i.e., Spidey 3 and Batman Forever having 3 supervillians. But no, Favreau wisely chooses to have 1 supervillian here.Finally, Iron Man diverges from current trends in that he heavily relies, even depends, on his supporting cast. Rhodie, Pepper, and Happy all contribute heavily to Our Hero's eventual triumph. I find this refreshing when I contrast it with the monomania of certain popular heroes. Also, unlike Christopher Nolan's Batman movies, there is no attempt to make Iron Man 2 more overpowering, bombastic, mindnumbing and pretentious than Iron Man 1. No, the attempt is simply to make a movie that is true to the characters and scenario of Iron Man 1, and to make the movie fun, interesting, and exciting. In this way perhaps the Iron Man franchise will be like the James Bond franchise, making each film simply another chapter in the life of our hero, rather than trying to make each film a quantum leap in intensity over the previous.And even though Iron Man 2 does not smack you upside the head every 3 minutes trying to tell you how 'deep' and 'meaningful' it is, there is a genuine socio-political subtext to this film that is plain to see if anyone cares to look. The final message is ambiguous and open-ended, but if one follows the threads regarding the interaction between weapons, money and politics, Iron Man 2 is understatedly subversive.","
            10/10
            "
"ivo-cobra8","21 October 2015","Iron Man 2 (2010) is not a great sequel to an original superhero Action films from 2008 portrayed on a comic books of Jon Favreau's Iron Man film from 2008. This film still delivers and is not that bad either. It is a good Action comic book superhero film but it is a lackluster sequel film. I am sorry Iron Man fans but it try's to be a good film, but it fails in some points. Robert Downey Jr. gives Iron Man 2 its fascination. The rest is a cluttered, clattering toy story. The general excellence of the casting trumps the inarguable excellence of the technology. This is a forgettable follow up to Iron Man and falls short on Part I in every way from its awful plot to its short action sequences, it is an awful movie but in some was it is still a good film. Iron Man 2 was a HUGE disappointment, it's the worst movie out of the Marvel Cinematic Universe in my opinion and this sequel is rushed out. Iron Man 2 has lot's of problems I thought the last half got torn apart like it does.The best scenes are still the ones with Downey and Gwyneth Paltrow (as Stark's charm-resistant assistant, Pepper Potts), or just Downey alone. The rest feels like padding, which is something a sleek-suited superhero shouldn't need. Not only that This film was rushed out and it was really too long. This film shouldn't have Nick Fury (Samuel L. Jackson) and Natasha Romanoff (Scarlett Johansson) in it, making a prequel in it. Terrence Howard been replaced by Don Cheadle. Tony acting like a jerk again. On his birthday party been all drunk in an Iron Man Suit, not caring about his company beside Pepper. Don Cheadle as Lt. Col. James 'Rhodey' Rhodes stealing his suit and getting in to a fight with Tony was the worst idea and scene ever. Than they building weapons in the armor ""War Machine"" that JUST WASN'T RIGHT. This film isn't the best portraying film ever by a comic book, which the original is way better than this film is. Natasha Romanoff lying and spying on Tony was wrong and judging Tony was wrong. Romanoff beats all Justin Hamme's bodyguards while Happy fights in a boxing fight with one bodyguard and barely beats him. While Natasha Romanoff is John Rambo one woman army, kills everyone. Come on guys she knows martial arts but she is not a super invincible woman. She is a human been vulnerable like me and you. In my opinion she stole Iron Man's scenes, Tony should have saved Pepper again and stop the bad guys alone. He had a help ""War Machine ""on the end of the film. I still prefer Iron Man (2008) to this film, sorry. Lame one liners, non stop explosions but no one ever gets hurt (especially not the innocent civilians), and a very predictable story line makes for a dull movie. Iron Man 2 with a lot of problems isn't the worst sequel and it isn't bad at all. It does have scene ways that turn's in to good. It has a good things too in it. Iron Man showed the world just how much energy, rhythm, humor, sincerity, and quality filmmaking and storytelling could be crammed into a Superhero movie that managed to satisfy both longtime series fans and newcomers in search not of the perfect comic book adaptation but merely a well-crafted Summer blockbuster that delivered the goods without sacrificing story. I like Mickey Rourke as Ivan Vanko/Whiplash I thought he did a perfect job portraying a super villain and arch enemy of Iron Man in this film! Which I personally, think he did a better acting than the rest of the crew did. He is a professional and he can act the way he was told too. The fights between Iron Man and Whiplash on the track race were cool. I really love that. Ivan Vanko (Mickey Rourke) is a combination of Iron Man's enemy the Crimson Dynamo (Dr Vanko, who wears weaponry/armour that can control electricity) and the supervillain Whiplash (who possesses a specially-designed razor/acid whip). That was awesome of making one of the most memorable super villains portraying by comic book even if it does have a little changes it is still good.I love the songs portrayed by AC/DC, the scores of the soundtrack a perfect to film. Even tough the film was not that good, I still did enjoyed in some scenes. Awesome cast, overpowering budget, & state of the art technology could do so much more, but by looking at the other reviews I'm certainly in the minority. The fights on the end of the film with CGI battling Iron Man with War Machine and successfully destroying the drones were terrific and I enjoyed with that. But that was all.Tough It was a A disappointing sequel and a disaster film I still like it and It was on a way still a good film, but the original was the best. I will still watch watch this film, even though it is a little let down but still watchable. Iron Man 2 is a 2010 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Paramount Pictures.7/10 Score: C Studio : Marvel Studios, Paramount Pictures Starring: Robert Downey, Jr., Gwyneth Paltrow, Don Cheadle Scarlett Johansson, Sam Rockwell, Mickey Rourke, Samuel L. Jackson Director: Jon Favreau Producer: Kevin Feige Screenplay: Justin Theroux Rated: PG-13 Running Time: 2 Hrs. 4 Mins. Budget: $200.000.000 Box Office: $312.057.433","
            9/10
            "
"aid_h6","5 May 2010","Just going to get this out of the way. Iron Man 2 does not exceed it's predecessor in any way. The plot is beyond predictable, the acting is great with solid performances coming from all of the leads, and the special effects are good.The plot is simple enough. Jon Favreau clearly played it safe, which at least is better then the disaster that Spider-Man 3 was, but everyone was expecting much more from him this time around. The motivations for almost all the characters don't really make sense (I'm looking at Ivan Yenko and Rhodey here), but it still is enough to move the plot forward at a fairly brisk pace.Unfortuneatly this movie seemed pretty determined to show off all the new gizmos and gadgets Tony had developed in the slight time period between the two movies. As cool as it may have been, that ""oooh ahhh"" effect does not carry a movie.The acting was great, with an absolutely amazing cast giving exceptional performances. Don Cheadle did a great job taking over for Terence Howard, Robert Downey Jr was as amazing as usual and Mickey Rourke was a perfect choice for the antagonist.Strangely enough, Scarlett Johansson and Samuel L Jackson had absolutely tiny roles in the movie, more serving as part of a prelude to ""The Avengers"". Why they felt they needed to blow their budget on some big name actors/actresses that they hardly used over a bolder writer I don't know.The effects were good, but still nothing special. I thought they nailed Whiplash (Thank god they avoided the leather outfit that was seen in the comic books), and some of the better action scenes had some great destruction, which we all love of course.If you REALLY liked Iron Man 1, you will like this. If you thought the first was okay, then this is probably a renter for you. Overall this was a passive move by marvel entertainment after a few hits (by the way could you please make another hulk movie?).Oh well, don't come expecting too too much.7/10","
            5/10
            "
