"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"kz917-1","10 July 2017","Yes, there is an adult joke at the beginning of the film. However the film is rated PG-13 for a reason.Yes, it could have been better. But the film has heart and laughs and quite possibly sequels..more money is always the point, no?Enjoy the nostalgic thrill ride for what it is, nothing more.","
            9/10
            "
"brandonbray-35698","6 March 2021","Love this movie. Love its more serious than the show. Love the cast. No hate here. This is my 3rd watch thru at the moment. Can't wait to see ludi lin as liu kang. Haters gonna hate. Sorry not sorry but if this movie was more like the 90s show it be cheesy and dumb. They did a great job With it. Go ahead and give me a thumbs down lol 😆","
            6/10
            "
"lancealanfisher","14 December 2019","It was better then expected. It was just a fin movie to watch. And yet the last 2 Star Wars make money","
            6/10
            "
"Bulldog1721","27 March 2017","I just saw this movie last Saturday and I thought this movie was a great tribute to my childhood and to everyone that grew up in the 90s. Kids will love the action and adventure of this magnificent and sword-swinging story of 5 teens who braved conquest of making it through high school with different personalities and abilities. Each of them had a story to tell and creates an energetic flow from this reboot that creates a connection with the millennials!The only drawback was the spread of crude language in various parts, overall, it was 1/2 of the drama and 1/2 of the action! A great ticket seller for big Power Rangers fans and I thought that this was better than Beauty and The Beast! This is a better alternative than sitting through 2 hours of singing and the utmost respect of the fairy tale!Awesome Reboot!!!!!!!!!!!! Give it a chance and save Beauty and the Beast for later!!!","
            7/10
            "
"jhaddan","20 July 2017","Warning: Spoilers! First off, I can remember when the very first episode of Power Rangers came on. I grew up with the original and following versions of Power Rangers. I loved it as did most kids I grew up with. I'll be honest; I did not want to watch the movie. Or maybe I'd watch it once it casually came out on Netflix or Hulu. However, my younger brother talked me into watching it and I wasn't disappointed. It felt like the original Power Rangers movie but they said, let's take out all the child like moments and reinsert young adult moments/reactions into, which made sense to me. After all, the power rangers where in high school. Is it a safe clean kid's movie? No, it isn't. But it made it better. Changes to the Franchise.I was on the fence about Alpha-5. He looked awkward to me. The voice didn't work for me either. I guess I was still expecting to see and hear the original Alpha-5. They could have at least left him the same. However, Zordon and Rita, being former rangers, was great. I don't remember any backstory, for them in the original show. Both were more relatable. Even though the original Rita was iconic, with her annoying voice and elaborate costume, the new Rita nailed it. Elizabeth Banks version was fantastic; completely unrecognizable. For once, it seemed Rita was in control and a total bad a**. Zordon to me, took a little time to warm up to. I did. I love how they explained why he is stuck inside the crystals and how he didn't have total faith in the new team. The rangers also had their backstory told which I thought was great. I didn't realize that until this movie; we really had not been told their story. The costumes in all the promotional material looked like crap. They honestly reminded me of the CGI effects from the original Power Rangers movie. Way too shiny! However, in the movie, they looked great. No complaints. The Zords felt like the old Zords. Still great! Overall, I think this reboot did a great job! They even snuck in the original Power Ranges theme song, lightning bolt and even set up Rita to live in outer space in the next movie; which I hope they make! Now, how anyone can give this movie one or two stars, I'm not sure. Unless they were paid to do so. I'll give this nine stars because they kept intact the original, iconic material, while making it more grown up which is essentially all any Power Ranger fan wanted. Just take the cheesy-ness out of SABANS Power Rangers and make it more real. Watch it and enjoy the movie for what it is.","
            8/10
            "
"classicsoncall","18 April 2017","For me personally, this was a movie choice of last resort with my two pre-teen grand kids tagging along. We had to whittle down our selection to a film no one had seen yet. So I missed out on The Smurfs and Boss Baby once again; maybe that wasn't such a bad idea. Anyway, this is not a picture I would have gone to under any other circumstances, and there's no obligatory admission here that it was better than what I thought it would be. The entire story is aimed directly at the teenage market with a rainbow coalition of characters that's even referenced by someone in the story as being 'different colors, different kids, different colored kids'. So the whole multiculturalism aspect is addressed here, with a nod to the idea that autism doesn't have to be a hindrance for someone who wants to be productive and make a difference. In fact, it was the autistic teen Billy (RJ Cyler) who first attained the morphing ability crucial to the teens acquiring their Power Ranger status. With a threat to the planet and a villainess bent on global domination, the latter part of the picture turned into a garish display of battle action and destruction on a scale meant to outdo the last movie that just came out, take your pick. The young teens win out naturally, with their message of misfits sticking together for a worthwhile cause. If you catch your fair share of super-hero flicks, you've already seen it dozens of times. For this viewer, I couldn't even count on a nostalgia factor in watching this film; even though the first Power ranger vehicle came out in 1993, my roots go all the way back to ""The Adventures of Superman"" from the Fifties. I guess I'll stick with the DC and Marvel films looking ahead.","
            7/10
            "
"oscaralbert","29 March 2017",". . . ""Krispy Kreme's"" logo seems to be on-screen during POWER RANGERS for more than an hour. The main villain of this flick is shown chowing down on one of the featured KK (or is it ""KKK""?) donuts an hour, 37 minutes, and 25 seconds into this yawner. (When's the last time that you've enjoyed a GOOD movie in which a main character lingered over a pastry that close to the climax? About the only Dunker Scene of note in the Annals of Film was the infamous shootout in BOOGIE NIGHTS, and that comes at the beginning of the show.) If I want to spend an hour at Krispy Kreme, I'll drive to one. However, I'm not so sure I'll venture over there again in the foreseeable future, because my last three trips saw me arriving with KK's logo lit up, which means my car load expected the promised ""free"" treat each time. Tragically, ""fancy"" filled donuts were rolling off KK's assembly line in each instance, and they say that they will only give away the ""original glazed"" ones for Gratis when their sign is lit up! In the field of Consumer Fraud, this is what's known as a ""Bait and Switch"" Gimmick. Anyone suffering this apparently typical KK experience must boycott BOTH Krispy Kreme AND Power Rangers!","
            10/10
            "
"adam111111","28 June 2017","I was expecting very, very little from this movie. In addition to the Michael Bay-style CGI extravaganza that I was thinking was going to be there, there was also a great deal of other stuff going on, like some stock-issue teenage drama and extensive promotional materials from Krispy-Kreme. That last note was particularly weird, and the fact that the secret to preserving the entire earth was under a Krispy-Kreme. Incidentally, there were at least three extended shots of people gleefully eating doughnuts from, where else, Krispy-Kreme.This is not a particularly original movie. It does not stretch the limits of film as art, nor is it particularly funny or exciting. It is a solid movie though, and one that is worth watching, if offered.","
            3/10
            "
"joexrayguy","25 March 2017","I was not a fan of the original series and only went to take my son to it. It was great. Like I said, not a fan, the series missed my demographic when it came out but I knew the gist of it. The movie gives some back story as to how the Rangers came to Earth and also to the individual characters which gave the movie some heft. The Rangers alter egos have personality instead of the squeaky clean drones on the TV show. Also, hits all the buttons-training sequence, bonding scenes, slow mo hero walk (I think we get two). Brian Cranston has a good, almost cameo, essentially a face on a wall thru' the movie. Violent fights but no blood and the characters stop just short of vulgar language, had no problem letting my son watch. Only two gripes that suspension of belief can handle- 1)a being come from another galaxy and her name is Rita Repulsive? 2)a Ranger fights Rita in a bedroom at night, and no parents run into the room?","
            5/10
            "
"destroyerwod","27 August 2018","So i decided i was gonna go full spoiler for this review cause lets face it, if you watched the show in the 90s you already know what Power Rangers is. I would like to start by the negatives and finish on the positives. So first of all i am not a fan of the race swapping they did for the main characters. I supose its to please the SJWs and commit to our ""political correctness era"" wich i am not fond of, but in the end it just make the movie a bit weird without a good reason. So right out the bat Jason and Kimberly are done right. There a bit more flawed than the show happy goodies version, but they are close enough. The problem comes with the yellow, blue and black rangers that they race swapped. So basically Billy is now african-american, Zack is asian and Trini is hispanic. Its kinda funny how they mention Jason, Kim and Billy's last name but never do it for Zack or Trini. Lets just say Trini Kwan does not sound very hispanic and Zack Taylor does not sound very asian either. When it comes to Billy his genius persona is kept but for Zack and Trini they go opposite direction. Now i think changing them a bit to make a more original movie is fine, but they didn't need to race swap them for that. Zack could had still be african-american and act differently. Anyway rant on this is over. When it comes to the other changes like for instance having Zordon as the original Red Ranger and Rita as the original Green Ranger, i think it worked very fine. The movie set up a possible sequel to introduce Tommy and they could do the geen ranger saga perfectly that way. Rita's new appearance didn't bother me either. On the other hand i wish Goldar would had been closer to the show version, as in a monster in a gold armor instead of just a faceless gold monster. Also another issue i had with the movie was that despite being called Power Rangers, they barely are in the suits only for the final act and most of it happen in the Zords. I would had love to see more hand to hand fights in there power suits and maybe show there unique weapons for all Rangers and not just Jason. But despite all i just said, actually the movie is fairly entertaining. I wish i would had seen more ""rangers"" but the character developement and the bonding between the characters was actually handle well. Instead of being all friends like at the beginning of the old show, they are all different and come together due to circonstances. They get to know each other with time and develop there friendship and eventually realize they need each others. I enjoyed that aspect. The final act was also very well done, i love seeing the Zords fight individually as we saw very few of that in the show. The new Megazord was cool too. In the end i actually had more fun than i tough i would with the movie and despite my negatives wich seem bigger than the positives in this review, i would rate the movie positively. As a fan of the show i actually enjoyed the new looks of the rangers(even if so few of them), the new zords/megazord, Ritas and even Alpha wich i was not fond of in the first promo photos, i think he came out very ok in the movie. I really hope they eventually do a sequel. Especially since they set it so well. I recommand that you watch this with a few beers tough (if you are of age obviously) and it made me got more into the movie that i think i would if i didn't drank.","
            6/10
            "
"jameschin","22 March 2017","Naomi Scott or Kim in the movie was just amazing!Some scenes didn't make sense like why these kids were bullied when some of them were good enough to be bullies xD. Well I am not a big fan of PR due to those old TV show action scenes but this was better than expected. Although some scenes were cringy (no spoilers) and the monsters could've been different (like the gold one) and more presentable, it was still good to see.... now i don't know if the monsters were like that originally (cause, not a fanboy) but the main villain could've fought better for someone who took down tougher rangers. And if ur complaining on how they react and adapt to their new powers, well there isn't a better way to do it!","
            2/10
            "
"Mike_Devine","31 March 2018","Long ago, the Power Rangers were an insanely popular force to be reckoned with. Nowadays, they're only really good for 30-something fanboys who are feeling nostalgic, despite the fact that there have been iterations upon iterations of series developed to keep interest alive.In 2017's 'Power Rangers,' Lionsgate aimed to recharge the aging franchise by injecting young up-and-coming actors and a healthy dose of CGI in the hopes of capturing success a la 'Transformers.' Unfortunately, the quality here fell way short of expectations, with cheesy dialogue, cheap action sequences and poor acting. From an acting perspective, the young troupe of actors deliver boring performances as misfit teenagers turned quasi-superheroes. The only real bright spot is Elizabeth Banks' portrayal of the alien witch Rita Repulsa, who has been reimagined to be a fierce killer bent on destroying Earth. The vocal talents of Bryan Cranston (as Zordon) and Bill Hader (as Alpha 5) are pretty much throwaways and don't amount to much here,Another flaw in 'Power Rangers' is its pacing. The film starts out very slow, then seems to sprint through the rest of the sequence of events in the blink of an eye. The little character development that happens is focused on the imperfections of each ranger's life and why they want to escape their struggles for something better. Sure, it's fair to say there are a lot of social and societal lessons and commentaries baked into 'Power Rangers,' but these do nothing to elevate the film as a whole. Even the final moments of the climactic battle are underwhelming.While credit is probably due for making another attempt to breathe life into 'Power Rangers,' the execution here is poor. When it comes to making movies about well-established pop culture subjects, that really hurts.","
            1/10
            "
"danielharden","1 April 2017","Based on Haim Saban's campy, B movie styled kids show, comes an attempt at a more realistic and darker (in colour) version of the Power Rangers. Directed by Dean Israelite and starring RJ Cyler, Bryan Cranston and Elizabeth Banks, this Power Rangers movie tries to be different and have substance, distancing itself from the campy fun of the original Rangers. But the end result is quite bland and cliché with few new aspects working.The best part of this film by far is RJ Cyler's performance as Billy, an autistic boy who lost his dad and who becomes the Blue Ranger. Following his brilliant role as Earl in Me and Earl and the Dying Girl, Cyler is yet again likable and funny but in a completely different way. Billy is the only ranger you particularly care for and I credit this to Cyler's great performance.While on this topic it's worth noting that the other ranger's don't act particularly badly, they just aren't given much to work with. Red Ranger Jason and Pink Ranger Kimberly are really bland characters and unfortunately they get the most screen time. These characters are nothing more than archetypal straight couple leads in many a film before this, and won't be remembered in any way after the credits role. Also Zack and Trini feel as if they are only there for the sake of numbers, they are given a bit of development but they are clearly ranger number 4 and 5.As well as their being good acting on display by RJ Cyler, there is also some below average acting in this film mainly by Elizabeth Banks. Elizabeth Banks plays antagonist Rita Repulsa in a rather over the top performance. Although being loyal to the source material by doing this, it does however go against the more grounded and realistic approach this film aimed for, and thus the conflict between whether the film should be more realistic or unrealistic begins.For the majority of this film it focuses on the bonding of the Rangers. This could have been done a lot better if the characters written were more compelling. This is also why I rate RJ Cyler's performance so highly, because he had to carry the majority of the film for me. The best scene in the film was the campfire scene as we actually get offered some substance, but unfortunately it trails off when it gets to our two boring leads. Zack, Trini and Billy are given a moment that allows the audience to engage with them whereas Jason and Kimberly remain boring by being tight lipped and this annoyed me.Once Morphed the film takes a nose dive, descending into a cheesy final act with some less than stellar visual effects. The visual effects didn't fit in with the real surroundings at all and made the film look fake and cheap. Also I have to mention the world's most subtle product placement that Krispy Kremes was given. If you aren't laughing right now then you clearly haven't seen the film. The product placement for Krispy Kremes is almost as bad as McDonald's in Mac and Me. There may not be a dance number in a Krispy Kreme, but Rita does take a break from the action to enjoy a good old donut.Overall, Power Ranger's is contradictory in what it wants to be. Director and studio obviously had different ideas, but in the end the studio won as evidenced by Krispy Kreme's role in the film. With a strong performance by RJ Cyler and no one else, the film struggled to keep me engaged even though attempts were made to make the film interesting. Now set up for a sequel as all blockbusters are nowadays and all I can say is, ""NO NO POWER RANGERS!""","
            10/10
            "
"drpainters","1 May 2022","Had a lot of terrible reviews so never got around to watching it when it came out. It's got some terrible lines and not great acting but kind of a fun action movie . Feels like written by transformers/battleship writers. So if you enjoy those movies you'll likely enjoy this as well.","
            4/10
            "
"Offworld_Colony","18 February 2020","Shoddy technical work and a worse script. It's a boring, pretty rubbish authorless clone of much better bad movies.In fact I think I can confidently say that Power Rangers: The Movie is more entertaining and memorable than this hokey bodge-job.None of the attempts at realism gels with the tropes and recognisable traits of the TV series.Also it uses an 8 year old Kanye West track during the climax fight.This movie is a travesty.","
            10/10
            "
"solex69","25 July 2017","With all the technological advantages we have at our disposal today, this is what they could come up with for a reboot??? Story = Pathetic, Action = Pathetic, Acting = Pathetic They had everything at their finger tips to make a great movie but they blew it completely...all aspects of this was bad.Don't watch this, it'll ruin the Power Rangers you remember from the 90's.","
            6/10
            "
"sparrowcourt","21 June 2017","I don't understand what all the bad reviews are on this movie. I overall thought this was a great movie. It has everything to make it a good movie, humor action and true friendship. Power rangers has been a movie that everyone has tried to remake, as for this remake I feel as if its worth watching. You can have your own opinion, but I loved it and think they did a great job on this.","
            5/10
            "
"tyleramato-28680","25 March 2017","""Power Rangers"" is yet another product of Hollywood's reboot machine which aims to take something silly and turn it into something grounded and gritty, but if you're gonna take something in a more serious direction, you damn well better stick to it, and tonally ""Power Rangers"" is a gigantic, if not somewhat enjoyable mess that tries to bite off more than it can chew. Power Rangers' biggest draw is easily its young and talented cast of colorful characters, including the once High School Football prodigy turned hooligan, Jason Scott played by Dacre Montgomery, the socially awkward Billy Cranston played by RJ Cyler, the mysterious Trini played by Becky G, the reckless Zack played by Ludi Lin, and resident bad girl, Kimberly Hart played by Naomi Scott. The five young actors have instant chemistry together and all have something different to offer to the film, Bryan Cranston also turns in a fantastic portrayal of Zordon, Bill Hader provides solid voice work for Alpha 5, and Elizabeth Banks chews up the scenery as main baddie Rita Repulsa, whose diabolical plan is to build a giant monster out of...gold? Called Goldar? To find a crystal buried under a Krispy Kreme in the town of Angel Grove? Sounds grounded and serious, doesn't it? And yes, you heard right, Krispy Kreme is an integral part to the film...totally not joking here, folks. It's a shame how well the first half of the film worked in contrast to its second half, but that's what happens when you have five different people working on the script. Cliché as it may seem but more truly is less in the case of ""Power Rangers"".","
            4/10
            "
"minionking777","30 June 2017","I was a child of the nineties, and as such, I loved the power rangers and wanted to be one. (I still want to be one!) This reboot takes all the vital elements of the original power rangers and gives them creative depth and meaning. All the kooky cheesiness was replaced by realism and plausibility. This movie adds the ""why"" and ""how"" to all the ""what."" The characters (rangers) are more like real people than the original goody-goodies of old. Rita's and Goldar's reinvention is nothing short of art. I worried that this movie would deviate too far or in the wrong way, but it made all the right moves. Don't listen to the trolls and haters; this movie rocked! I desperately hope for sequels!(In short, it's like going from Adam West's Batman to Christian Bale's Batman.)","
            8/10
            "
"cgearheart","16 April 2019","This movie is the perfect example of people being way too hard on a movie. I'm even a little surprised that it bombed because I loved it so much. Sure, it was thinly written and the Rangers didn't show up for quite some time, but who cares! It was very entertaining, had an awesome message about friendship and bonding together, the acting was very solid. In my opinion, this film was no different than movies like ""Captain Marvel"" or ""Avengers: Age of Ultron"".C+","
            7/10
            "
"Noahflanny","23 March 2017","I didn't come in to this film expecting much, but I was pleasantly surprised when the film began with a very nice start. The build-up and introduction of the first few characters was very well paced and I started to become more interested in the movie, even if it was a generic ""outcast is special"" scenario. Unfortunately, just as I was starting to gain interest, the film started to lose its speed. As I mentioned before, the first few rangers introduced were done very well, and I even felt a bit invested in these characters. The remaining rangers, however, seemed to be awkwardly shoved into the plot. With little to no background given other then that they just happened to be in the right place at the right time with the other characters. The acting was also not that great in some areas either. Especially Dacre Montgomery as the Red ranger. Don't get me wrong, he wasn't a horrible pick for the leading ranger, he just could have done better in some moments. You can definitely pick out the times when the acting was very poor. Another thing to note is that the pacing felt off at times. The first half was set up very nicely, with good introduction to the world we were being introduced too, but what the film does wrong after that is it takes the audience's new knowledge of this world and shoves the climax of the film in our face. One second the protagonists are on their knees clearly defeated with no real answer on how to win, and then, in what feels like less than a minute or two, they're an unstoppable force that no one can defeat. My friends and I were laughing the entire duration of the climax, it was just so ridiculous and off paced we couldn't help it. Overall, not the greatest movie. I could go more in depth about the action and antagonist but that just reaffirms what I already said. I will admit that the film it had its good and funny moments, especially the first half. Go see it if you've got nothing else to do and want to laugh at some corny jokes. Otherwise I'd recommend seeing or doing something else with your free time and wait till it hits redbox.","
            4/10
            "
"TheMovieDiorama","11 March 2018","The attempted reboot of another franchise...that no one asked for. In a decade where Marvel rules the saturated superhero genre, there is no requirement for more especially when it's filled with mediocrity. Having no prior knowledge to the 'Power Rangers' franchise, this is a review strictly critiquing the film alone. Five students come across strange coins that lead to an underground spaceship eventually granting them the abilities of Power Rangers. They must learn to work together as a unit in order to prevent evil forces from destroying Earth. Now, let's whip out the old ""Superhero Check List"". Ready? Alright, here we go. Origin story (or stories) where the main character(s) must harness their new found ability? Check. Evil villain wanting to destroy the world for no apparent reason? Oh yes. A CGI disposable army? Yup, rock monsters this time! Leaving the story open for countless sequels? Naturally. There is not a single original idea, even when using such rich source material. It borrows elements from various other films and unfortunately does nothing inventive with them. Four bland protagonists and one who actually has some personality (the blue ranger, but you knew that anyway) lead a boring story filled with clichés and a formulaic structure. There's a moment where our characters sit down and say ""let's get to know each other"" as if the script forces character development right before your eyes. No natural progression, it's all artificial nonsense. I did like the design of the morphing suits and the advanced technology made for some inventive gadgetry. Although, for such an expensive film I'm surprised that the visual effects were frequently poorly executed. Obvious green screen was obvious. The constant use of slow motion was jarring, particularly during combat scenes. And then we get to the antagonist...ohhhh Elizabeth Banks. What are you doing here? A pantomime villain who's motives are not explored, just destroying the world because why not! What can I say except the film is unnecessary.","
            4/10
            "
"TharsheyN","26 July 2021","So before I even start my review I will say that I've never watched anything Power Rangers before. The most I'd seen is maybe an episode or two of the show when I was like 8 years old.The movie starts off pretty interesting though it does take a bit long before any of the action. However I don't mind this at all, as they take time to setup the world and the characters and I would honestly not have minded another 30m or so off world building and character building if they had gone that route.The storyline is nothing special and is pretty basic, however what brings me back to this movie every time, and I've watched it like 5 times now, is the relationship that's built between the Rangers. It's the best part of the film and each time I watched the film seeing the Rangers becoming friends and then family is really amazing. The best performance while everyone did do a good job goes hands down to A. J. Cyler aka Billy Cranston. He does an amazing job with his role and steals the spotlight every time.I know there was a general hint at the red ranger and pink ranger aka Naomi Scott and Dacre Montgomery having a romantic relationship at some point. However it was mostly cut from the film besides the slow building of their relationship throughout the film. However I disagree and actually would prefer to see Dacre/Red Ranger do his whole solo leader stint and allow Billy and Kimberly to get together... I know probably everyone reading this will disagree and that's fine but that's how much I liked the Blue Ranger/Billy.The rest of the cast as said before do admirable jobs and the special effects while not anything mind blowing are also pretty great.All in all the movie is fun to watch and I'll be rewatching it soon as well, just because I like the family (laughs in Dominic Torreto) dynamic they have going on between the Rangers, even I I don't agree on all the relationships they try to set up.8/10 from me and if you're a fan of the old PR series I wouldn't recommend this to you if you thinking nostalgia before watching, I would recommend this to anyone wanting to see a Power Rangers reboot or Origin story as this is pretty much what it is!","
            8/10
            "
"Oberrated","25 March 2017","I was hyped to see this movie. My childhood was going to be relived with this new take on the original series and to be honest, I was pretty satisfied with what I saw by the time the movie came to an end. Characters I loved in new form, a dope new style of armor (which has been hotly debated but how is that a turning point for a movie being bad or not? P*** off), and quite an entertaining bit of material throughout the film in regards to comedy and action. So no doubt, 'Power Rangers' was an entertaining film from my perspective. However, everything was not all rainbows and butterflies. The story progression was sporadic throughout the film. I felt as if the film had a hard time balancing the whole serious tone and the imminent Earth's destruction between the OhEmGee teen drama that was supposed to instill a deep emotional heart-string pluck (although I did feel for Zack (Ludi Lin) the Black Ranger because I'm a mommas boy). Let us also not forget the music video film constantly blaring out mainstream tunes at inopportune moments. Sorry, the last thing I want to listen to is Kanye West's ""Power"" while an intense battle scene is going on.So beyond all that and other personal gripes I had with the film, I do want to bring focus to the characters. I had no previous knowledge of any of the actors and actresses besides Becky G (Trini/Yellow Ranger) being a musician and me loving RJ Cyler (Billy/Blue Ranger) in the film 'Me, Earl, and the Dying Girl'. RJ Cyler easily stole the show. From the moment he entered the screen, I loved every moment of his screen time... Discount Zac Efron aka Dacre Montgomery (Jason/Red Ranger) was a solid player in the film. I was not entirely thrilled with his role of the leader but I hope to see better from him with the expected coming sequels... Naomi Scott and Ludi Lin (Kimberly/Pink Ranger and Zack/Yellow Ranger) were average for me. I was not a fan of Kimberly's story and Zack was a bit of annoyance but they were nothing perspective altering for me... Lastly, Elizabeth Banks as Rita Repulsa was actually impressive for me. I enjoyed her quirky persona and was actually shocked by the way they presented her at times through almost a horror type way. Very cool for me... Again, overall, solid cast choice and performance for an intro film.-- Oberrated.com --","
            5/10
            "
"arungeorge13","28 June 2017","The new 'Power Rangers' film has the look and feel of a mixed bag. It tries to cram too much into an origin story which is characterized by unlikable high-schoolers who happen to meet at detention. There is absolutely zero chemistry amongst the Rangers just as Jason the Red Ranger keeps blurting all through the first three quarters of the film. The dialogues are the textbook definition of 'cheesy', while the characters themselves believe they're wise-cracking. Not a good sign if you ask me. PG-13 rating ensures negligible usage of cuss words and gore-free CGI violence. The last act appears like a Transformers rip-off. Ugly-looking stone monsters fighting it out with bots in the town centre in a badly-choreographed setpiece with some absolutely outrageous twists thrown in. Of course, I don't mean to underestimate the current generation of teens but this flick simply caters to a really small audience. None of the characters (barring maybe Billy's) even manage to evoke the slightest bit of interest (or amusement!). A short scene where they all sit down around a fire detailing some of their personal secrets was in fact one of the few redeeming factors. There needed to be plenty more Easter eggs than just the famous Power Rangers theme being played during the climax set-piece. The CGI itself looks lacklustre for a 100 million $ venture. The narrative is so jumbled and the tone literally all over the place for this film to be treated as a solid 'Power Rangers' reboot. Elizabeth Banks (under a truckload of make-up) looks bizarre and seems miscast for the character of Rita Repulsa, whose costumes appear to be unintentionally hilarious.The writing goes haywire from the moment the group discovers the spaceship and encounters Zordon, the previous Red Ranger. More light should have been shed on individual character weaknesses before moving on to bigger things like preparing to become 'Rangers' all of a sudden (just because some entity in a spaceship tells them that they're designated world-protectors!). The training scenes are a mess. Performances aren't exactly stuff to write home about. This film positions itself as harmless popcorn fun and nothing more. Sigh!","
            4/10
            "
"asifahsankhan","2 June 2017","Whenever Hollywood attempts to reboot a beloved, preexisting property on the big screen, it always feels more or less reconstructed in a way to be more accessible for all kinds of audiences, and less specific than the original incarnation may have ever been. The best thing that can be said about 2017's Power Rangers then - Saban and Lionsgate's new attempt at bringing the iconic title back to life as a large scale blockbuster - is that it doesn't ever feel like it betrays the core values of the Power Rangers franchise.First things first: Elizabeth Banks. She all but guarantees ""Power Rangers"" will not quite be yet another CGI special-effects franchise nostalgia superhero extravaganza. In her characterisation of alien vileness Rita Repulsa, she goes far, far over the tipsiest of tops, showing splendid awareness of how far-beyond-stoop-id the movie is.That's a complicated way of saying Rita has no eyebrows, and acts like people with no eyebrows in movies often do, i.e., a total meanie.Bless Banks for cutting a campy swath through a movie that very much needs it. Otherwise, ""Power Rangers"" is a mess, unsure whether it should be a kitschy throwback romp or ultramodern emo-reboot. A person could pull a groin jerking from tone to tone. I will say the film's visual palette, a convincing blend of CGI and practical effects, is distinctive, ambitious and sometimes impressively weird. It's just too bad such creativity is at the service of this dumb movie. For an early action sequence, director Dean Israelite (""Project Almanac"") employs a swivelling POV camera in the back of a speeding truck; employing this type of virtuoso technique for a ""Power Rangers"" movie is akin to carving SpongeBob SquarePants from a block of Italian marble.The film begins auspiciously, with a subtitle reading ""PLANET EARTH: CENOZOIC ERA,"" and Bryan Cranston grunting impenetrable dialogue from behind heavy alien makeup. I steeled myself for the worst. It gets worse before it gets better: Cut to the modern day (what, no subtitle reading ""65 MILLION YEARS LATER""?), when small-town high- school football star Jason (Dacre Montgomery) admits to milking a cow, although he didn't realise it was actually a bull until he examines its undercarriage, its genitalia photographed in disturbing close-up.So immediately, this ""Power Rangers"" establishes its audience as grown-up kids who played with the toys and watched the television show in the 1990s, not the eight-year-oldies currently trawling the Target aisle for branded laser swords. Notably, it's also rife with scenes of pervasive violence, a criticism frequently levied at the ""Power Rangers"" franchise in its heyday of popularity. But in that sense, it's similar to the recent ""Transformers"" and ""Teenage Mutant Ninja Turtles"" movies, which also reconfigured youth-culture franchises into ugly displays of digital Noe-realist carnage. Power Rangers likely won't do much for those who never liked the property in the first place. But for those who grew up with it, or found it through the many different incarnations throughout the years, it provides the kind of passionate, loving reboot that we very rarely see from the studio system nowadays - one that goes deeper into its mythology without ever losing the camp element that made it so much fun in the first place. While it doesn't quite pull off everything it wants to, but it's a fun time at the theatre nonetheless.","
            5/10
            "
"akilianetc-23277","28 June 2018","As Zordon said, only find those who are worthy and strong. So I think the cast did a great job at portraying that with this modern updated storyline. I remember watching the original TV series when it first debut as I was just a kid then. I felt like the chemistry between all of them could have been a little more natural but in the end it's about being a team and only 2 hours doesn't do so much justice to that. I really hope to see what they do with the sequel.","
            1/10
            "
"siderite","10 August 2020","I have not grown up with the Power Rangers and so I don't have any melancholy towards the story or the characters. I can only imagine it was a children's action series or something. I expected the script to be idiotic, but I also hoped for something fun. There was nothing fun, inspiring or funny about the whole thing. In fact, it was totally depressing. I almost empathized with the psychotic villain because everything else was so boring, bland or nonsensical.Watching a Hollywood movie based on superheros that sucks was not unexpected. Using actors like Dacre Montgomery, who did a good job in Stranger Things, for a character jumping around in pointless stunts while having no shred of personality was a crime, though. Putting Elizabeth Banks in the role of the villain opened up so many different potential doors; they closed and locked them all with a character so unidimensional that it hurt. She did a good job with it, too, perhaps just to spite them. And finally, Bryan Cranston, Mr Breaking Bad himself, the ranger (ironically) who sacrificed himself to end the Shadow War... as a face in a wall acting like a sporting couch.This film deserves no praise, not even anger, just pity and oblivion.","
            8/10
            "
"MinistryofDoom","29 June 2017","The Jock, the Nerd, the Outcast, the New Girl, the Edgy Loner....stuck in detention hell for the rest of the year, forced to put up with each other and learn that they each are more than their stereotype, as the become more self-confident and joint together to become (cue fanfare)...THE POWER RANGERS. This film goes into great detail explaining each of the main characters and their person struggles, mostly about being misunderstood by their parents or society. However,....they coincidentally happen to be at the same location at the very same time on the very same day to discover that they were chosen to be the Power Rangers. How convenient.This film is 3/4th teen angst drama and 1/4th super hero action. While it goes to great lengths to explain each character's backstory, when the action superhero portion of the film starts, it fails to feel the urgency of the conflict that they are made to resolve. It doesn't explain who the villains are or where they came from or who the Power Rangers' mentor is for that matter. The most that we're given is a few blurbs here and there. The actual costumed Power Rangers in all their colorful glory do not even show up until very late in the film.In this regard, it feels like the Director isn't sure if his aim was to create a standalone superhero action film or a two hour segue into an inevitable Power Rangers sequel. While most of the performances are OK, Brian Cranston as the voice of Zordon and Elizabeth Banks as Rita Repulsa stand out. Banks in particular is every bit as crazy and demented as you'd expect Rita Repulsa to be. To be honest, I was skeptical when I heard that she was up for the role. The only performances I've seen of hers were in Judd Apatow- style comedies but rest assured than in Power Rangers, she really delivers.For those in doubt, this film definitely takes it's cues from the campy TV show of the 90s. There's a big emphasis on ""morphin' time"" and certain characters and references taken directly from the show indicate that the writers and director were definitely trying to woo the dedicated fans of this brand.In the end, it's not a bad movie. It just seems a little confused about what it wants to be and that confusion ultimately hurts this reboot.","
            6/10
            "
